tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,percIndustrial,percRoadRailroad,percPort,percUrbanFabric,percUrbanGreen,percCropland,percForest,percGrassShrub,percMarshland,percWaterbody,percBeach,PSOverlap,Gender,age,Weight,IntPerKM
1301593236,EndomondoTrip,1,4,1.025241,0.717669,0.307572,14.35644,0.205048,50.66393,5.317011,0,0,0,0,5.263474,2.255531,38.42764,0,2.613776,20.75646,4.735548,31.57032,0,0,0,1.896269,0,-0.510042,1,62,2.320185615,9.842316252
1301593236,GoogleTrip,0,4,1.856044,0.824909,1.031136,13.70274,0.103114,44.38364,5.027579,0,0,14,3,12.82807,2.268498,40.12988,0,2.628595,19.72993,4.772704,30.83187,0,0,0,1.90702,0,-0.470184,1,62,2.320185615,10.10512884
1301593236,MapQuestTrip,0,4,1.511805,1.079861,0.431944,8.572256,0.431944,57.44049,1.617215,0,0,0,0,8.256413,2.159722,38.2158,0,0,27.66489,0,32.06563,0,0,0,2.053678,0,-0.539622,1,62,2.320185615,10.58263736
1301593236,ShortestPath,0,4,3.048316,1.289672,1.758644,0,0.468972,10.14125,1.594077,0,2,36,0,3.093713,0.937944,48.03205,0,0,31.59321,0,10.87674,0,0,0,9.497996,0,-0.105257,1,62,2.320185615,15.59331109
1301684976,EndomondoTrip,1,4,3.664329,1.832164,1.832164,11.80124,0.785213,55.79549,2.833447,0,1,0,2,31.27581,1.832164,0,0,0,56.47304,0,9.846314,34,0,0,0,0,-0.01072,1,34,2.320185615,19.36859396
1301684976,GoogleTrip,0,4,4.125135,1.650054,2.475081,6.406,0.275009,1.711237,15.89543,0,6,0,76,1.733636,0.825027,0,0,0,91.47115,0,0,9,0,0,0,0,-0.20587,1,34,2.320185615,23.92578199
1301684976,MapQuestTrip,0,4,3.738317,1.602136,2.136181,9.588489,1.602136,55.06873,21.32287,0,4,0,11,10.21444,2.403204,0,0,0,87.5134,0,0.696677,12,0,0,0,0,-0.176616,1,34,2.320185615,23.23096885
1301684976,ShortestPath,0,4,4.389391,1.755756,2.633635,0,1.170504,10.53315,20.77804,0,2,0,34,22.74541,2.341008,0,0,0,80.7592,0,1.390901,18,0,0,0,0,-0.236084,1,34,2.320185615,25.45846767
1301868814,EndomondoTrip,1,4,1.618185,0.943941,0.674244,10.96169,0.674244,30.83352,8.407026,0,5,5,12,0,2.696975,0.174146,0,0,57.11989,0,40.37508,0,0,0,2.330878,0,-0.23319,0,48,1,12.13638901
1301868814,GoogleTrip,0,4,0.879622,0.146604,0.733019,2.06459,1.17283,18.96109,8.676563,0,0,39,33,0,2.345659,0.523713,0,0,47.9197,0,49.46174,0,0,0,2.09485,0,-0.218111,0,48,1,10.99527796
1301868814,MapQuestTrip,0,4,0.862583,0.287527,0.575055,4.080796,1.006346,77.90572,8.112586,0,0,0,15,0,2.587748,0.185767,0,0,49.07116,0,48.25665,0,0,0,2.486425,0,-0.726408,0,48,1,11.35733758
1301868814,ShortestPath,0,4,3.29187,1.496305,1.795566,0,1.047413,63.81585,10.94984,0,0,5,1,0,0.598522,0.255064,0,0,42.26557,4.366092,53.11328,0,0,0,0,0,-0.40454,0,48,1,13.61637297
1302349646,EndomondoTrip,1,4,1.902162,0.895135,1.007027,9.51255,0.223784,55.19545,3.04508,6,17,0,0,8.592701,1.007027,0,0,0,59.12868,0,10.85785,30,0,0,0,0,-0.438951,0,65,1,13.09135037
1302349646,GoogleTrip,0,4,1.271776,0.462464,0.809312,5.985052,0.462464,5.412246,1.044207,0,1,0,36,0,0.346848,0.483425,0,0,61.29144,0,12.1547,26,0,0,0,0,-0.361538,0,65,1,16.76431698
1302349646,MapQuestTrip,0,4,1.797393,0.718957,1.078436,2.261146,0.359479,75.1711,0,6,1,0,7,4.196349,0.718957,2.707235,0,0,60.18208,0,11.58361,26,0,0,0,0,-0.600556,0,65,1,13.54036168
1302349646,ShortestPath,0,4,1.838035,0.735214,1.102821,0,0.367607,17.77948,0,3,7,0,26,4.338228,0.612678,4.181952,0,0,60.88286,0,12.39912,19,3,0,0,0,-0.641708,0,65,1,15.92963522
1302528368,EndomondoTrip,1,4,2.084126,0.757864,1.326262,4.073778,0.94733,30.36721,50.79285,0,4,5,0,0,0.189466,0,0,0,74.24385,16.25023,0,10,0,0,0,0,-0.233444,0,0,1,19.51499579
1302528368,GoogleTrip,0,4,0.946115,0.378446,0.567669,4.207387,2.081454,0,59.51428,0,5,54,3,5.147096,0,0,0,0,74.89218,16.0885,0,9,0,0,0,0,-0.541677,0,0,1,19.11152858
1302528368,MapQuestTrip,0,4,2.352594,1.008254,1.344339,17.34205,1.176297,72.68604,3.433203,0,9,0,0,8.569699,0,0,0,0,48.70108,29.55466,0,22,0,0,0,0,-0.107278,0,0,1,17.47641045
1302528368,ShortestPath,0,4,1.183106,0.394369,0.788738,0,1.971844,6.91611,61.09195,0,9,40,3,11.2849,0,0,0,0,70.02921,20.58423,0,9,0,0,0,0,-0.653745,0,0,1,20.30999341
1304207314,EndomondoTrip,1,4,2.037989,1.198817,0.839172,4.754365,0.599409,84.09679,0,5,0,0,5,1.31998,0.479527,26.53574,0,30.11615,19.65034,13.0643,0,0,0,0,10.63346,0,-0.866972,0,56,1,14.265924
1304207314,GoogleTrip,0,4,1.920565,0.840247,1.080318,4.620336,0.600177,60.87419,0,5,0,0,19,1.324304,0.480141,26.60913,0,30.02517,19.87295,12.933,0,0,0,0,10.55975,0,-0.880806,0,56,1,14.04412951
1304207314,MapQuestTrip,0,4,1.826608,0.799141,1.027467,10.00178,0.684978,78.99556,4.008101,4,0,0,4,1.259999,0.456652,30.31132,0,28.50952,18.69084,12.44156,0,0,0,0,10.04676,0,-0.793597,0,56,1,13.69955937
1304207314,ShortestPath,0,4,3.516277,1.758139,1.758139,0,0.502325,32.76793,0,0,8,0,11,8.313091,0.376744,30.07187,0,30.02143,21.14487,12.9618,0,0,0,0,5.800025,0,-0.36917,0,56,1,16.32557273
1305592584,EndomondoTrip,1,4,2.595936,1.142212,1.453724,3.677983,0.934537,52.07792,10.55368,0,14,0,1,16.22204,0.41535,0,0,0,91.51925,8.480749,0,0,0,0,0,0,-0.22591,0,0,1,25.33633125
1305592584,GoogleTrip,0,4,1.579144,0.947486,0.631657,2.261011,1.052762,4.493874,1.885804,0,21,18,31,0,0.736934,0,0,0,87.18943,12.81057,0,0,0,0,0,0,-0.440066,0,0,1,22.63439115
1305592584,MapQuestTrip,0,4,2.379777,1.189888,1.189888,8.571401,1.189888,69.3276,1.741353,0,20,1,0,4.884776,0.39663,0,0,0,87.8902,12.1098,0,0,0,0,0,0,-0.187573,0,0,1,23.69861144
1305592584,ShortestPath,0,4,2.583757,1.291879,1.291879,0,1.076566,6.92759,8.494756,0,1,0,28,12.16079,0.538283,0,0,0,100,0,0,0,0,0,0,0,-0.301826,0,0,1,20.77771332
1306335864,EndomondoTrip,1,4,3.37008,1.78416,1.58592,8.369434,0.79296,70.19711,19.79051,1,2,0,2,12.97036,3.76656,0,0,0,98.00198,1.998022,0,0,0,0,0,0,-0.131216,1,0,2.320185615,21.80640089
1306335864,GoogleTrip,0,4,1.678994,0.839497,0.839497,2.362058,2.308616,2.707124,10.9705,0,2,8,74,4.067445,0.839497,0,0,0,99.208,0.791997,0,0,0,0,0,0,-0.473661,1,0,2.320185615,26.44415227
1306335864,MapQuestTrip,0,4,2.569844,1.101362,1.468482,17.036,1.468482,84.70341,0,0,3,8,2,0,1.284922,0,0,0,100,0,0,0,0,0,0,0,-0.095776,1,0,2.320185615,25.33131573
1306335864,ShortestPath,0,4,1.933484,0.859326,1.074158,0,2.577979,15.69213,7.174123,0,3,9,47,2.723909,1.074158,0,0,0,99.19166,0.808339,0,0,0,0,0,0,-0.553588,1,0,2.320185615,24.0611364
1306516016,EndomondoTrip,1,4,2.060057,0.824023,1.236034,15.57303,0,65.01162,0,0,0,0,24,0,0.412011,1.147541,0,0,33.31967,0,0,66,0,0,0,0,-0.771104,0,39,1,14.00838802
1306516016,GoogleTrip,0,4,2.068918,0.827567,1.241351,15.07806,0,18.7629,0,0,0,0,71,0,0.413784,1.556739,0,0,33.30602,0,0,65,0,0,0,0,-0.50474,0,39,1,15.72377333
1306516016,MapQuestTrip,0,4,3.132368,1.789925,1.342443,6.412091,0,96.57408,0,0,0,0,3,0,0.447481,9.777778,0,0,27.6,0,0,63,0,0,0,0,-0.303945,0,39,1,13.87191584
1306516016,ShortestPath,0,4,1.428522,0.952348,0.476174,0,0,4.160861,0,0,16,0,73,0,0,14.92257,0,0,28.53121,0,0,44,13,0,0,0,-0.338114,0,39,1,18.09461414
1306567462,EndomondoTrip,1,4,2.640158,0.440026,2.200131,9.753581,0.660039,24.07215,29.61128,6,0,0,35,14.69467,0,0,0,0,81.11258,0,8.641161,10,0,0,0,0,-0.016662,0,41,1,19.14114298
1306567462,GoogleTrip,0,4,2.606832,0.947939,1.658893,1.893597,1.658893,3.302503,0.982491,0,0,0,67,29.59089,0.236985,11.15065,0,0,66.95136,2.941874,17.48517,1,0,0,0,0,-0.415569,0,41,1,25.35736934
1306567462,MapQuestTrip,0,4,2.26188,0.904752,1.357128,6.757329,1.809504,84.58672,0.934139,0,0,0,0,15.41327,0,11.96409,0,0,68.91134,2.401796,15.06173,2,0,0,0,0,-0.146741,0,41,1,24.8806832
1306567462,ShortestPath,0,4,3.380612,1.690306,1.690306,0,1.448834,26.03665,0,0,0,0,38,35.8506,0.241472,5.923429,0,0,71.97207,2.985793,17.91476,1,0,0,0,0,-0.596953,0,41,1,23.66428511
1307747408,EndomondoTrip,1,4,1.093397,0.420537,0.67286,7.174387,0.504645,68.50382,16.93049,0,0,0,0,0,0.252322,10.19242,0,0,15.96504,4.05008,69.79246,0,0,0,0,0,-0.212821,0,0,1,8.494852077
1307747408,GoogleTrip,0,4,1.459054,0.600787,0.858267,5.027504,0.51496,8.679428,11.20191,0,0,0,21,0,1.544881,0,0,0,41.8475,0,53.8125,0,0,0,4.339995,0,-0.209722,0,0,1,9.355110224
1307747408,MapQuestTrip,0,4,2.114667,1.01504,1.099627,6.56718,0.592107,75.50902,8.28476,0,0,0,3,0.099029,1.184214,2.869342,0,0,43.90265,1.024765,49.60717,0,0,0,2.596072,0,-0.274309,0,0,1,9.473708265
1307747408,ShortestPath,0,4,1.983116,0.991558,0.991558,0,0.630992,22.35943,6.332352,0,1,40,12,5.125091,0,11.05791,0,0,21.90803,2.881922,64.15214,0,0,0,0,0,-0.257392,0,0,1,10.09586369
1308042882,EndomondoTrip,1,4,3.071718,1.31645,1.755267,36.23131,0,40.65815,0,0,0,0,0,0.835442,0.146272,0,0,0,61.39351,12.24072,0,2,25,0,0,0,-0.051377,1,0,2.320185615,10.67787578
1308042882,GoogleTrip,0,4,0.921155,0.184231,0.736924,8.162386,0,64.08628,13.58473,0,0,0,0,5.926965,0,0,0,0,73.36508,13.28082,0,2,11,0,0,0,-0.84952,1,0,2.320185615,8.843087426
1308042882,MapQuestTrip,0,4,0.921113,0.184223,0.736891,8.167258,0,63.74397,13.23118,0,1,0,0,5.772711,0,0,0,0,73.36508,13.28082,0,2,11,0,0,0,-0.849565,1,0,2.320185615,8.842689069
1308042882,ShortestPath,0,4,2.989029,1.39488,1.594149,0,0,59.10936,1.609182,0,0,0,0,1.133408,0,0,0,0,62.13786,22.21778,0,4,12,0,0,0,-0.446384,1,0,2.320185615,10.95977474
1308883908,EndomondoTrip,1,4,2.334929,1.245295,1.089633,15.70865,0.311324,45.11077,21.74046,0,0,0,19,0,2.023605,0,0,0,26.71212,0,16.71832,57,0,0,0,0,-0.286937,0,0,1,12.7642778
1308883908,GoogleTrip,0,4,0.965698,0.482849,0.482849,11.90721,0.482849,0.240306,6.827331,0,0,44,27,3.895821,2.092346,0,0,0,56.31973,2.231474,5.378851,36,0,0,0,0,-0.159064,0,0,1,11.74932738
1308883908,MapQuestTrip,0,4,1.725011,0.627277,1.097734,14.85476,0.470458,55.92041,21.20439,0,4,1,12,0,2.03865,0,0,0,45.57662,0,4.50237,50,0,0,0,0,-0.335551,0,0,1,13.17281234
1308883908,ShortestPath,0,4,2.5216,1.440915,1.080686,0,0.360229,6.526453,12.73624,0,0,0,4,2.181726,0.720457,0,0,0,63.2469,0,7.121383,30,0,0,0,0,-0.196165,0,0,1,16.39040211
1308897422,EndomondoTrip,1,4,0.991985,0.425136,0.566848,12.96807,0.070856,34.52437,5.428447,0,0,0,0,11.01937,2.975955,1.278591,0,0,13.411,0,40.28271,33,5,7,0,0,-0.303738,0,62,1,7.510743237
1308897422,GoogleTrip,0,4,0.797334,0.362424,0.434909,10.42955,0.217455,0.843319,0.06088,0,1,30,24,4.169566,4.059154,4.368897,0,0,26.50271,0,49.96022,7,2,10,0,0,-0.154914,0,62,1,11.23515672
1308897422,MapQuestTrip,0,4,0.858406,0.500737,0.357669,11.89779,0.214601,68.17504,0,3,0,0,0,1.016252,3.791291,4.850935,0,0,25.28694,0,50.92038,7,2,10,0,0,-0.124476,0,62,1,10.15779797
1308897422,ShortestPath,0,4,1.120626,0.400224,0.720403,0,0,15.03541,0.066265,0,1,0,7,0.804073,4.482505,2.866725,0,0,26.9584,0,44.0789,13,5,8,0,0,-0.467387,0,62,1,9.20514397
1309119596,EndomondoTrip,1,4,2.662904,1.141245,1.521659,29.59213,0.25361,83.23285,6.869058,0,8,0,0,9.196773,1.141245,19.35402,0,0,79.10732,0.559512,0,0,0,0,0.979146,0,-0.090928,1,40,2.320185615,19.27435411
1309119596,GoogleTrip,0,4,2.611826,1.469152,1.142674,0.667809,0.979435,17.57645,3.469138,0,11,17,30,6.630242,0.489717,39.75845,0,0,39.44835,17.90436,0,0,0,0,2.888853,0,-0.327537,1,40,2.320185615,20.73136823
1309119596,MapQuestTrip,0,4,3.214582,1.022822,2.191761,12.46386,0.876704,73.02689,4.933425,0,9,1,0,9.539799,0.292235,35.37736,0,0,45.71049,16.2441,0,0,0,0,2.668042,0,-0.22107,1,40,2.320185615,19.14137636
1309119596,ShortestPath,0,4,2.13628,0.985976,1.150305,0,0.657317,22.48618,2.854413,0,11,0,35,6.652806,0.328659,24.06646,6,0,37.99967,29.29758,0,0,0,0,2.928113,0,-0.280471,1,40,2.320185615,18.89786328
1309145740,EndomondoTrip,1,4,2.579903,0.978584,1.601319,11.95155,0.355849,68.5193,1.729422,0,1,0,0,9.757637,2.579903,0.260487,0,0,83.46358,11.43447,0,0,0,0,4.841462,0,-0.179768,0,34,1,21.35092106
1309145740,GoogleTrip,0,4,3.210817,1.516219,1.694598,11.66638,0.445947,41.63152,3.692754,0,4,2,25,6.080792,0.802704,1.30335,0,0,93.18954,0.348784,0,0,0,0,5.158329,0,-0.273929,0,34,1,22.56490716
1309145740,MapQuestTrip,0,4,1.621279,0.884334,0.736945,35.14516,0.66325,70.55605,16.24405,0,5,0,5,2.443541,0.368472,16.13721,3,0,57.05444,21.64057,2.40865,0,0,0,0,0,-0.009981,0,34,1,16.13909229
1309145740,ShortestPath,0,4,3.784592,1.693107,2.091485,0,1.09554,32.45498,0.97075,0,11,0,33,2.556773,2.091485,2.460828,0,0,93.55163,0.391724,0,0,0,0,3.595822,0,-0.28305,0,34,1,23.00633595
1309151116,EndomondoTrip,1,4,1.701324,0.94518,0.756144,27.65021,0.94518,84.75809,0,0,0,0,0,8.297614,2.079396,26.3667,8,23.73453,30.79865,10.68616,0,0,0,0,0,0,-0.437335,1,23,2.320185615,17.39131292
1309151116,GoogleTrip,0,4,3.678491,2.069151,1.60934,4.958191,0.689717,61.24463,0,0,12,0,0,21.97881,0.229906,20.88695,10,8.846507,37.33915,23.04688,0,0,0,0,0,0,-0.31645,1,23,2.320185615,21.61113613
1309151116,MapQuestTrip,0,4,2.578334,1.289167,1.289167,12.30733,0.644584,96.49112,0,0,2,0,0,0,0.644584,22.36449,8,9.411012,29.96159,30.23901,0,0,0,0,0,0,-0.361137,1,23,2.320185615,20.19695221
1309151116,ShortestPath,0,4,6.273927,3.136963,3.136963,0,1.206524,46.30693,0,0,12,29,1,9.299435,6.515232,32.74897,8,16.26491,30.89847,11.83346,0,0,0,0,0,0,-0.147424,1,23,2.320185615,23.16526721
1310717808,EndomondoTrip,1,4,0.936988,0.35137,0.585618,10.04408,0.175685,53.29355,12.14308,0,2,0,1,1.399117,1.698291,2.061856,0,0,28.3388,17.36762,49.60169,0,0,0,2.630038,0,-0.634081,2,0,1,10.54111587
1310717808,GoogleTrip,0,4,1.575544,0.660712,0.914832,26.79788,0.25412,37.70293,0.844855,0,0,5,6,7.742302,3.659328,5.059418,0,0.214209,31.26945,9.736319,42.66333,0,0,0,11.05728,0,-0.014695,2,0,1,14.94225384
1310717808,MapQuestTrip,0,4,1.340531,0.670265,0.670265,15.37596,0.335133,53.61999,11.08869,0,1,0,0,4.164924,3.18376,1.974533,0,0,31.14938,16.63207,47.48415,0,0,0,2.759859,0,-0.586677,2,0,1,11.11523242
1310717808,ShortestPath,0,4,1.224431,0.644437,0.579994,0,0.322219,20.14963,0.877043,0,1,21,6,11.5178,1.997756,2.446898,0,0,33.86274,7.411712,53.37982,0,0,0,2.898831,0,-0.076084,2,0,1,13.21096817
1311731454,EndomondoTrip,1,4,1.593122,0.885068,0.708054,9.428388,0.531041,59.20798,13.52296,0,1,0,0,13.98766,0.708054,19.53279,6,0,41.54537,29.02066,0,0,0,0,3.683738,0,-0.1469,1,32,2.320185615,16.4622582
1311731454,GoogleTrip,0,4,1.788103,0.715241,1.072862,8.32879,1.072862,14.97725,26.54737,0,0,27,34,4.301939,0.715241,36.35719,0,0,54.81928,5.616584,0,0,0,0,3.206945,0,-0.104982,1,32,2.320185615,21.4572379
1311731454,MapQuestTrip,0,4,1.523636,0.507879,1.015758,14.41887,1.18505,85.88776,7.045716,0,1,0,2,4.265968,0.338586,34.44444,0,0,57.25589,5.252525,0,0,0,0,3.047138,0,-0.094709,1,32,2.320185615,17.94504978
1311731454,ShortestPath,0,4,4.45517,2.324437,2.130733,0,0.387406,23.19341,9.828959,0,7,0,21,12.69721,0.581109,19.84112,7,0,43.05367,26.93276,0,0,0,0,3.448944,0,-0.146068,1,32,2.320185615,20.53252333
1314247708,EndomondoTrip,1,4,1.998524,0.932644,1.065879,12.03506,0.666175,93.0901,0,0,4,0,0,1.11644,0.26647,26.22312,0,23.56183,21.26344,17.05645,0,0,0,12,0,0,-0.321502,0,60,1,13.98966599
1314247708,GoogleTrip,0,4,1.642292,0.821146,0.821146,9.06941,0.821146,67.09155,0,0,0,6,3,0.95519,0.547431,21.78191,0,0.286964,41.11779,10.522,0,0,0,26,0,0,-0.192391,0,60,1,13.41204812
1314247708,MapQuestTrip,0,4,1.952265,0.697237,1.255028,7.043735,0.836685,94.23994,0,0,4,0,0,1.132349,2.510055,16.80884,0,62.50874,16.68298,3.999441,0,0,0,0,0,0,-0.429061,0,60,1,17.01259515
1314247708,ShortestPath,0,4,4.179555,2.239047,1.940508,0,0.447809,58.24759,0,0,6,2,1,1.015208,5.522983,21.18352,0,59.1161,19.62547,0.074906,0,0,0,0,0,0,-0.349522,0,60,1,18.21091732
1315213926,EndomondoTrip,1,4,1.352105,0.525819,0.826287,3.750426,0.150234,30.03499,7.419215,0,0,0,2,0.623424,1.352105,0,0,0,56.74884,10.85225,22.86187,10,0,0,0,0,-0.091035,0,0,1,14.34733812
1315213926,GoogleTrip,0,4,1.789353,0.745564,1.043789,4.530541,0.596451,6.158064,9.691061,0,1,44,15,2.981882,2.534916,0,0,0,78.87902,1.418016,11.94865,8,0,0,0,0,-0.283574,0,0,1,19.45920819
1315213926,MapQuestTrip,0,4,1.493348,0.933342,0.560006,25.2501,0.186668,74.37635,4.159288,0,1,0,0,0.664746,0.746674,29.67185,0,0,38.45185,11.99849,19.38653,0,0,0,0,0,-0.140154,0,0,1,12.19567526
1315213926,ShortestPath,0,4,2.493893,1.246947,1.246947,0,0.623473,36.98678,14.64347,0,4,15,26,0.158923,1.324881,0,0,0,79.38281,1.484375,11.01563,8,0,0,0,0,-0.48988,0,0,1,17.69105414
1316320008,EndomondoTrip,1,4,2.719651,1.359825,1.359825,14.97935,0.951878,86.38934,0,0,6,0,0,0,0.135983,36.58202,3,0,21.75703,15.41524,22.92382,0,0,0,0,0,-0.416375,1,34,2.320185615,19.85345127
1316320008,GoogleTrip,0,4,3.531923,1.222589,2.309335,15.09728,0.950902,40.60664,2.059802,0,0,0,5,0,0.271686,37.09722,3,0,21.53677,16.12503,22.62462,0,0,0,0,0,-0.434424,1,34,2.320185615,21.59906973
1316320008,MapQuestTrip,0,4,1.534203,0.82611,0.708094,32.484,0.944125,77.34167,15.08625,0,2,0,9,1.435204,0.236031,34.67049,4,0,50.41786,4.274117,6.220153,0,0,0,0,0,-0.24241,1,34,2.320185615,17.11226702
1316320008,ShortestPath,0,4,2.657981,1.563518,1.094463,0,0.938111,6.32779,33.70378,0,6,16,6,0,0.156352,11.21655,0,0,24.23771,18.66833,45.65961,0,0,0,0.217797,0,-0.127715,1,34,2.320185615,18.29316532
1317295366,EndomondoTrip,1,4,1.422139,0.387856,1.034283,0.831362,0.387856,84.16541,0,0,1,0,0,11.41218,0.646427,4.436728,0,0,79.71965,15.84362,0,0,0,0,0,0,-0.630548,0,35,1,20.55637592
1317295366,GoogleTrip,0,4,0.912333,0.130333,0.782,0.020663,0.521333,6.918165,0,0,1,0,64,11.82886,0.651666,3.093451,0,0,81.28397,15.62257,0,0,0,0,0,0,-0.144456,0,35,1,20.85332496
1317295366,MapQuestTrip,0,4,1.791997,0.895999,0.895999,16.39323,0.336,96.06786,0,0,1,0,0,0.08912,0.336,7.87729,0,4.832004,60.36633,16.82211,10.10226,0,0,0,0,0,-0.188631,0,35,1,17.69597219
1317295366,ShortestPath,0,4,2.867925,1.433962,1.433962,0,0.391081,61.10423,0,0,10,0,12,4.836944,0.391081,4.94084,0,0,79.35249,15.70667,0,0,0,0,0,0,-0.445393,0,35,1,22.16123608
1317342788,EndomondoTrip,1,4,0.671311,0.479508,0.191803,7.940641,1.150818,95.86131,0,0,0,0,0,2.762568,3.068849,16.66345,2,10.37481,51.09158,6.28864,12.39374,0,0,0,0.850077,0,-0.095193,0,0,1,22.63275908
1317342788,GoogleTrip,0,4,1.408343,0.603576,0.804768,2.903451,1.106556,17.406,0,0,0,0,28,12.97178,0.301788,18.90807,2,3.86391,53.63308,7.98876,12.65556,0,0,0,1.043758,0,-0.390689,0,0,1,21.62813203
1317342788,MapQuestTrip,0,4,1.452653,0.688099,0.764554,35.39488,0.611643,87.55901,9.662106,0,1,0,5,0.703728,0.305822,9.368041,3,3.386317,62.74284,10.88075,9.383399,0,0,1,0,0,-0.05925,0,0,1,15.13817251
