tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,percImpervious,percRoadRR,percBareGround,percBldg,percGrass,percTree,percWetland,percInlandWater,percCropland,percOcean,percBeach,percAADTgt5k,percAADTgt10k,percSlowdownLT2,percSlowdownLT4,Gender,age,Weight,IntPerKM
681597828,GoogleTrip,0,4,4.257140636,2.838093758,1.419046879,13.13226604,1.419046879,0,0,0,0,7,0,65.67692566,251.8808289,-0.702993453,33.48207092,17.10736465,0.256155998,26.59615517,10.67316723,7.312840939,0,0.046824217,0,5,0,8.441075325,8.441075325,89.78801727,93.173172,0,39,1,18.44760956
681597828,MapQuestTrip,0,4,1.485409856,1.485409856,0,8.07790947,2.970819712,0,0,0,0,63,0,22.29948044,291.1403198,-0.137804359,27.84792137,24.91507149,1.82595408,33.30879974,8.362586021,3.739667177,0,0,0,0,0,65.56826782,65.56826782,32.77756882,93.03593445,0,39,1,14.85409845
681597828,ShortestPath,0,4,5.618899822,3.210799694,2.40809989,0,0,0,0,0,0,0,0,59.57963943,223.9532928,-0.695709229,35.84152985,15.85018826,0.290715665,24.60258484,11.16781139,7.088513851,0,0.052576236,0,5,0,0,0,101.3316193,101.3316193,0,39,1,19.26479887
682397932,EndomondoTrip,1,4,1.322991371,0.352797717,0.970193684,23.60596848,0.52919656,0,11,0,0.947842479,0,11.39038372,26.73330879,34.30957794,-0.086806566,16.90024185,8.337309837,0.215266138,14.3225956,13.02508068,46.71718979,0.01664429,0.465670228,0,0,0,20.27927017,13.85200405,79.71350098,91.52618408,2,0,1,11.02492837
682397932,GoogleTrip,0,4,1.125408769,0.46892032,0.656488478,16.24550056,0.562704384,7,22,0,0,0,27.87109566,9.849207878,30.38603783,-0.24351348,15.86908817,11.33217144,0.185570493,13.16650772,14.54460239,44.38246155,0,0.519597352,0,0,0,32.35935593,27.49884796,60.09479141,81.08174133,2,0,1,12.00436035
682397932,MapQuestTrip,0,4,0.867611289,0.325354248,0.542257071,0.524052262,0.759159923,0,0,0,0,0,10.03628349,7.900471687,25.2691803,-0.440585434,13.8831358,9.285544395,0.225685805,13.19181156,16.06130791,46.84018326,0.000432348,0.511900365,0,0,0,44.25257492,9.683799744,47.53995895,91.36099243,2,0,1,9.977530094
682397932,ShortestPath,0,4,0.872158051,0.327059269,0.545098782,0,0.763138294,0,0,0,0,0,20.22267151,17.55714226,17.55218124,-0.627933264,12.83325672,7.503764629,0.1305608,13.76067352,14.90656185,50.37906265,0.000435203,0.485686183,0,0,0,48.33532715,20.785923,54.09437943,91.24634552,2,0,1,10.57491634
1301871442,EndomondoTrip,1,4,3.234512568,1.415099263,1.819413304,14.46428013,1.617256284,0,0,0,0.443112701,0,0,43.10768509,345.2842102,-0.269267499,24.75414467,19.50054932,0.70965904,25.12893677,12.26137638,17.4758625,0,0.169470817,0,0,0,18.93455887,5.540043831,82.93849182,83.47550201,1,41,3.460207612,16.37471951
1301871442,GoogleTrip,0,4,2.262649298,0.905059755,1.357589602,2.268425465,1.583854556,0,0,0,0,4,3.272617102,41.10086823,160.1955719,-0.375172973,25.42970467,20.17520905,0.502783775,20.85428238,15.20493603,17.64599991,0,0.18708232,0,0,0,38.78393555,27.05833054,85.3264389,88.87594604,1,41,3.460207612,14.25469114
1301871442,MapQuestTrip,0,4,0.884824157,0.221206039,0.663618088,4.607266903,2.875678539,0,0,0,0,0,35.2024231,9.578306198,454.3572083,-0.35738048,28.47949028,19.87618446,0.568365633,24.28232956,10.77446365,15.83029461,0,0.188872278,0,0,0,26.79784012,1.087402463,53.77589035,70.1881485,1,41,3.460207612,14.37839245
1301871442,ShortestPath,0,4,3.239566326,1.619783163,1.619783163,0,1.388385534,0,0,0,0,2,3.572546482,31.61731339,166.6062622,-0.452600718,25.11590958,18.26569557,0.423924476,19.72218704,16.91449547,19.3656826,0,0.192105219,0,0,0,48.26054764,34.54966354,72.86464691,82.93614197,1,41,3.460207612,14.5780482
1303837214,EndomondoTrip,1,4,0.585229933,0.250812829,0.334417105,3.857491732,0.836042702,61,0,0,0,0,23.65391541,14.97230625,10.53413868,-0.087193631,13.44487572,9.251842499,0.450910509,6.061425209,20.39076614,47.55420303,0.210602909,0.701230884,2,0,0,67.69064331,66.52338409,21.48915291,52.91334915,0,56,1,5.183464918
1303837214,GoogleTrip,0,4,0.778929472,0.34619087,0.432738602,0.325350374,0.865477204,3,0,0,0,0,83.50574493,2.370834112,3.202265501,-0.994548321,14.08476448,9.883785248,0.465204507,6.691495895,21.09662819,44.88619995,0.195530728,0.697979152,2,0,0,96.43347168,88.16764069,16.04841995,51.40607834,0,56,1,7.702746854
1303837214,MapQuestTrip,0,4,0.173503503,0.086751752,0.086751752,0.089391939,0.867517531,0,0,0,0,0,85.35007477,0.986687183,3.209814787,-0.980861604,14.04262352,9.838690758,0.462415338,6.694473743,21.08849144,44.99678421,0.196102843,0.676157057,2,0,0,95.26248932,88.37549591,16.08625412,51.52726746,0,56,1,7.373898896
1303837214,ShortestPath,0,4,0.434146494,0.173658594,0.260487914,0,0.868292987,9,0,0,0,0,79.35794067,0.102168791,3.212684155,-0.947311044,14.15484715,9.86397171,0.458034247,6.711617947,21.26059532,44.80410767,0.195856273,0.699141264,2,0,0,92.73419189,82.59476471,12.62657642,46.56789398,0,56,1,7.272497608
1304506924,EndomondoTrip,1,4,2.141042709,0.951574564,1.189468145,12.96769333,0.356840461,18,0,0,4.16683054,0,0.29792428,63.17761993,19.38833046,-0.100433283,12.02597904,7.208227634,0.196418583,8.247191429,20.63494301,49.88076401,0.148628175,0.873608708,0,1,0,19.1377964,10.58528519,73.99343109,81.29446411,1,46,3.460207612,6.898915453
1304506924,GoogleTrip,0,4,0.990613163,0.371479928,0.619133234,8.51580143,0.619133234,0,0,0,4.302681446,0,46.98783493,15.37055206,11.88735771,-0.201138809,15.07256222,8.301203728,0.388022214,9.926942825,20.6190567,44.2231636,0.104296416,0.564980149,0,1,0,51.15877914,33.98283005,56.30186844,64.87319183,1,46,3.460207612,8.172558634
1304506924,MapQuestTrip,0,4,0.603335202,0.241334081,0.362001121,11.357234,0.965336323,0,0,0,4.10269022,0,0.949037015,16.54026413,12.91137314,-0.0404233,17.64173889,9.512239456,0.430122018,12.52549934,20.62372589,37.93493271,0.110176668,0.445998996,0,1,0,71.19005585,17.93747711,84.69939423,98.57868195,1,46,3.460207612,8.688026822
1304506924,ShortestPath,0,4,2.015572071,1.074971795,0.940600336,0,1.074971795,5,0,0,8.043698311,0,19.50396347,17.83489037,23.78375053,-0.167779937,15.17864323,10.07953453,0.480642706,8.323443413,20.69180298,43.74117279,0.104184009,0.519308925,0,1,0,76.07765961,25.42081261,27.58986855,57.86676407,1,46,3.460207612,9.809117832
1304954994,EndomondoTrip,1,4,3.838522434,1.919261217,1.919261217,15.52512646,0.548360348,0,0,0,2.17024231,0,40.57971191,57.03967667,590.3099365,-0.41144082,33.63102341,16.19364929,3.78158617,26.9433918,9.802976608,9.647373199,0,0,0,0,0,40.70769501,25.51763153,60.99160004,91.95890808,0,0,1,14.25736889
1304954994,GoogleTrip,0,4,1.039973974,0.259993494,0.779980481,21.82881737,1.299967408,0,0,0,0,0,1.201254725,27.91488647,1432.824097,-0.065376088,34.45223999,21.04998589,2.432670832,23.50624657,12.54897118,6.009886742,0,0,0,0,0,73.97597504,45.74703217,99.00737,99.00737,0,0,1,18.45953765
1304954994,MapQuestTrip,0,4,0.620321751,0,0.620321751,2.123450994,2.171126127,0,0,0,0,0,83.51773834,16.48225975,406.0005798,-0.283352137,31.69554329,22.73572922,2.913247108,28.31904602,9.012098312,5.324336052,0,0,0,0,0,87.86599731,87.55921173,31.38531303,82.28456879,0,0,1,16.12836551
1304954994,ShortestPath,0,4,2.53397584,1.26698792,1.26698792,0,0.95024097,0,0,0,2.49760747,4,54.43444824,34.46660233,716.4816895,-0.385273486,38.6957283,17.89436913,3.014472485,26.42162704,8.097332954,5.876471519,0,0,0,0,0,64.5500412,28.67352295,52.62401199,87.00930023,0,0,1,17.42108443
1309210562,EndomondoTrip,1,4,1.652455091,0.75737524,0.895079851,18.44961357,0.826227546,12,0,0,47.99045181,0,27.21488571,1.389201283,125.4488831,-0.165383473,19.43837547,9.064182281,0.520270169,12.65535641,13.60421562,39.28165436,0.006130661,2.594941616,0,3,0,60.20276642,32.19556808,37.90436935,57.61807251,1,0,3.460207612,12.18685643
1309210562,GoogleTrip,0,4,0.756420791,0.302568316,0.453852475,7.817340374,0.983347058,0,0,0,0,0,68.30371094,9.663318634,155.7470398,-0.707025349,17.87973022,9.423419952,0.205080196,13.86873627,13.08012962,43.90890884,0,1.548219562,0,0,0,61.20610809,41.65023041,43.87864304,71.87166595,1,0,3.460207612,13.61557435
1309210562,MapQuestTrip,0,4,1.081966519,0.463699937,0.618266582,5.527653217,0.772833228,0,0,0,0.83570689,0,50.92860794,11.49001217,151.0116119,-0.480366886,16.22242737,8.328699112,0.184738949,12.32561016,14.07784939,47.20265579,0,1.570281148,0,0,0,60.57421494,44.23041153,46.39220047,73.33818817,1,0,3.460207612,11.74706531
1309210562,ShortestPath,0,4,1.467995048,0.652442217,0.815552771,0,1.631105542,30,0,0,3.596057892,2,23.01644707,5.825341702,147.0441742,-0.077816501,26.84596634,25.26333237,0.255402088,13.70415688,12.97693825,20.12522316,0,0.678649306,0,0,0,31.16023827,30.60061455,36.20780182,57.16191101,1,0,3.460207612,12.07018121
1310386178,EndomondoTrip,1,4,0.779768407,0.438619733,0.341148704,14.80639362,1.315859199,0,0,0,0,0,58.42811584,13.08477592,21.83351707,-0.18639338,26.04624367,18.76890755,1.371717215,12.58379364,16.67593193,23.17739868,0.192699641,1.143910408,0,0,0,38.74004364,28.44449234,41.9434433,76.40494537,0,45,1,14.23077391
1310386178,GoogleTrip,0,4,0.753352344,0.401787937,0.351564437,11.4050436,1.356034279,0,0,0,0,0,66.14592743,7.466191769,16.67419815,-0.319523275,29.22644997,17.95685577,1.972309947,16.58261681,13.20930481,20.08834267,0.093574546,0.787032366,0,0,0,60.18071365,47.83568573,43.83781815,69.05474854,0,45,1,17.67866859
1310386178,MapQuestTrip,0,4,1.094226122,0.573166072,0.52106005,7.380140781,0.937908053,0,0,0,0,0,16.90446663,15.7931757,25.06298828,-0.476421088,27.53373146,14.89978313,1.892355561,16.088377,15.69770145,22.69421577,0.074654095,1.032155752,0,0,0,24.16647339,12.51441574,77.57401276,87.45378113,0,45,1,15.37127135
1310386178,ShortestPath,0,4,2.46186614,1.174981475,1.286884546,0,0.839272499,0,0,0,0,3,42.14578247,24.40968704,13.98787498,-0.282699436,30.84525299,16.15922546,1.618987083,17.33386421,13.10219097,20.00671387,0.041911148,0.817943394,0,0,0,40.83964157,40.20123291,63.77838898,82.92571259,0,45,1,19.30326788
1322242966,EndomondoTrip,1,4,0.984624445,0.459491402,0.525133014,19.12782288,0.918982804,27,0,0,2.175408602,0,9.608169556,14.58818054,57.76463318,-0.350868225,14.68210888,10.41278172,0.463468343,8.680956841,17.92822838,42.87003326,0.036824953,3.004652977,2,0,0,33.64901352,32.60543823,45.84372711,68.53452301,0,0,1,9.6493194
1322242966,GoogleTrip,0,4,0.467123568,0.266927749,0.200195819,17.18143272,1.267906904,0,0,0,0,0,66.30875397,1.993501425,48.04699707,-0.400626451,15.34513283,10.89562798,0.4746494,9.079601288,16.67265892,42.03923416,0.02876663,3.09161377,2,0,0,81.07758331,76.33792114,23.85274315,67.40624237,0,0,1,10.34345065
1322242966,MapQuestTrip,0,4,0.535844624,0.267922312,0.267922312,16.74645042,0.870747447,0,0,0,0,0,37.44193268,9.076233864,23.10829926,-0.362153769,15.25442314,9.682502747,0.547934949,9.177107811,18.20599556,44.48118591,0,1.230178118,1,0,0,61.70482254,51.89884567,54.95675659,71.40196991,0,0,1,9.444261069
1322242966,ShortestPath,0,4,0.390987217,0.156394884,0.234592333,0,1.251159072,33,0,0,0,0,43.23571014,4.335609436,15.32669926,-0.154368237,16.8359127,12.26175976,0.46860823,8.797239304,18.49552727,42.63368607,0.00155891,0.393780559,0,0,0,82.06188202,75.51540375,34.67292023,62.07673645,0,0,1,9.070903425
1323254780,EndomondoTrip,1,4,0.808951437,0.404475719,0.404475719,13.90936089,0.404475719,5,0,5,0,0,7.496937752,18.36415863,25.77088165,-0.491696239,13.92890739,9.409828186,0.725583792,6.972957611,24.00429153,39.78805161,1.797076702,1.237569332,2,0,0,34.15847778,6.219643593,70.70114136,87.70959473,2,0,1,7.742820971
1323254780,GoogleTrip,0,4,0.442940056,0.253108591,0.189831451,4.017621517,0.506217182,0,0,6,0,0,43.94120026,0,21.8306179,-1.073131919,13.29963112,9.707261086,0.557507038,6.137746811,23.1592617,41.02642059,1.987870336,1.496208429,2,0,0,62.74851227,44.45197678,40.26795197,70.66846466,2,0,1,7.403426641
1323254780,MapQuestTrip,0,4,0.394906729,0.197453365,0.197453365,0.002427789,0.592360079,1,0,0,0,0,57.77675247,0.036870543,13.82173538,-1.14077878,13.65489292,9.481122971,0.517147005,6.352993011,22.4529171,42.16521072,2.057524443,1.515413761,1,0,0,78.67590332,58.99486923,39.56925583,60.46406555,2,0,1,7.174752813
1323254780,ShortestPath,0,4,0.394916326,0.197458163,0.197458163,0,0.592374504,1,0,0,0,0,57.77675247,0.036870543,13.82207108,-1.14075458,13.65475178,9.48141861,0.517163098,6.352907658,22.4536171,42.16425705,2.057588577,1.515460968,1,0,0,78.67108917,58.9912529,39.5668335,60.46035767,2,0,1,7.174313199
1325810444,EndomondoTrip,1,4,1.518231392,0.650670588,0.867560804,11.14985943,1.08445096,0,0,0,0,0,26.15634918,12.90135098,17.13432503,-0.631218851,23.93471336,11.18190193,0.231917039,18.54636192,15.327528,30.30061722,0.054259833,0.422701627,0,0,0,63.33580017,28.2493,74.74078369,88.92742157,1,0,3.460207612,16.9174351
1325810444,GoogleTrip,0,4,3.050640345,1.525320172,1.525320172,10.63329697,1.089514375,0,0,0,0,4,54.06625748,17.9935627,34.21075439,-0.312674612,27.49022293,14.48683453,0.536195338,18.93021584,11.39480305,26.68810272,0.053880248,0.419744492,0,0,0,63.63280106,63.52236176,36.95682907,71.91709137,1,0,3.460207612,19.39335672
1325810444,MapQuestTrip,0,4,1.530535102,0.655943632,0.874591529,10.25633812,0.874591529,0,0,0,0,0,2.368454695,29.44827461,4.591605663,-0.394033283,21.808815,11.1342392,0.260186285,18.24079323,16.97021675,31.11307716,0.053771835,0.418899924,0,0,0,30.61657524,3.000167608,97.40637207,97.69829559,1,0,3.460207612,13.77481641
1325810444,ShortestPath,0,4,3.133950949,1.446438909,1.68751204,0,0.723219454,0,0,0,0,4,6.15487957,57.58825684,11.81258392,-0.257227838,18.92663002,10.63380146,0.132562295,15.81717968,16.69228172,37.27402115,0.059556972,0.463968039,0,0,0,12.51186466,12.22066402,82.78154755,84.18182373,1,0,3.460207612,13.74116931
1328458628,EndomondoTrip,1,4,1.01764667,0.469683081,0.547963619,5.323887825,0.704524636,0,0,0,9.555675507,13,32.12464142,4.587403774,2.504976511,-0.571386576,23.01762772,23.0460968,1.517886519,11.01406193,25.95516968,14.64453888,0.095415369,0.649450183,0,0,0,18.83295059,13.9975071,48.35196304,78.96398926,0,0,1,10.64614975
1328458628,GoogleTrip,0,4,0.796624184,0.318649679,0.477974504,3.496831656,0.796624184,0,0,0,0,13,22.75957298,7.817577839,5.735693932,-0.921756566,24.53355026,22.96211433,1.798017383,12.37672424,22.31896591,14.27753162,0.117109805,0.682291925,1,0,0,27.05916786,20.66876221,56.05491638,82.18785095,0,0,1,13.22396151
1328458628,MapQuestTrip,0,4,0.873710454,0.317712903,0.55599755,3.801994085,0.873710454,0,0,0,0,14,22.39151764,7.691156387,5.559975624,-0.861428618,24.87042618,23.60024452,1.399675608,13.24232769,21.70258904,14.32683849,0.116798326,0.680477202,0,0,0,21.30596924,21.22888374,57.90285492,83.95896149,0,0,1,14.5353648
1328458628,ShortestPath,0,4,1.648961544,0.742032707,0.906928897,0,1.319169283,0,0,0,0,25,41.29359818,15.87338161,2.803234816,-0.381035805,23.55923271,24.04670525,0.938258052,10.84135914,25.16574097,14.64660835,0.079317339,0.660316885,0,0,0,19.49790955,13.06576729,55.83150101,75.40129852,0,0,1,11.46028303
1330480740,EndomondoTrip,1,4,1.668537974,0.625701725,1.042836189,30.97655296,0.417134494,78,0,0,2.398495197,0,2.698980331,11.97260761,0.729985356,-0.697575867,23.06405258,11.8657999,0.499816686,8.450947762,23.49897003,15.46355247,0.444609284,14.50564098,2,0,0,2.333486557,2.133898973,23.74608421,29.54377747,0,0,1,5.214180995
1330480740,GoogleTrip,0,4,1.050225973,0.315067768,0.735158145,30.05496025,0.420090377,83,0,0,0,0,5.21261692,6.133712769,0.735158145,-0.694104731,23.30988884,11.96551323,0.499774545,8.352892876,23.4809761,15.51576614,0.444571793,14.32743263,2,0,0,2.713923454,2.512921572,17.90374565,24.77541351,0,0,1,5.146107038
1330480740,MapQuestTrip,0,4,1.481912255,0.673596442,0.808315754,1.386437535,1.75135076,0,0,0,0,0,73.5647049,8.710236549,2.020789385,-0.583125949,24.89466095,21.99072647,0.855182886,9.255714417,24.29706383,14.94265366,0.195222467,1.569371819,2,0,0,61.1669693,61.00395584,32.9157486,79.10599518,0,0,1,12.93305205
1330480740,ShortestPath,0,4,2.185393572,0.956109643,1.22928381,0,1.775632143,0,0,0,3.123558044,0,65.52963257,12.56714344,2.185393572,-0.611121774,24.99463654,21.45218468,1.562749267,9.359992981,23.94620323,15.03231621,0.184273496,1.503891706,2,0,0,65.8860321,65.69268799,28.21014404,73.92246246,0,0,1,11.74648983
1330563176,EndomondoTrip,1,4,2.348089218,1.25231421,1.095775008,8.6361866,1.25231421,32,0,0,41.62224579,5,16.4829464,4.324054718,212.8934174,-0.659038365,21.78746986,6.191751957,2.184029579,10.87612724,7.70856142,9.749839783,0,0.223874032,0,2,39,22.07864761,22.07864761,80.20285034,86.15964508,1,31,3.460207612,16.593164
1330563176,GoogleTrip,0,4,1.061766028,0.303361714,0.758404315,12.11586189,1.213446856,46,0,0,30.63085747,4,15.90262318,3.201441288,215.9935455,-0.47812593,18.34423256,5.075352669,2.747914314,10.07266045,6.400909901,6.367029667,0,0.255915403,0,3,48,19.88975143,19.88975143,77.9516983,84.02694702,1,31,3.460207612,15.31976725
1330563176,MapQuestTrip,0,4,1.091812015,0.623892546,0.467919409,9.030509949,2.495570183,39,0,0,14.64818478,25,16.34292221,4.467243195,196.0582428,-0.795956671,22.72314453,10.22703266,2.71879077,14.10524368,7.224606514,6.526715279,0,0.094544999,0,1,35,42.04745865,38.91337967,62.56296539,75.55968475,1,31,3.460207612,15.2853676
1330563176,ShortestPath,0,4,1.530524731,1.02034986,0.51017493,0,3.91134119,0,0,0,0,79,7.466392994,6.785246849,112.068428,-0.193781763,37.76507187,18.53643608,0.282157123,27.08640671,8.853102684,6.027471542,0,0.102848634,0,1,0,87.60697937,87.23002625,32.04598236,61.47263336,1,31,3.460207612,17.00583079
1332615858,EndomondoTrip,1,4,1.79561913,0.897809565,0.897809565,1.142392039,2.244524002,0,0,0,73.46406555,25,0,0.806082606,708.8206787,-0.507115126,29.30678558,21.92217827,0.414612383,14.41949749,8.404913902,9.372943878,0,0.804888844,0,9,6,40.93666077,40.93666077,34.85052109,56.69276428,0,0,1,14.14050106
1332615858,GoogleTrip,0,4,1.478534818,0.985689878,0.492844939,38.187397,2.957069635,19,0,0,21.39496803,10,24.2798481,0,492.0235291,-0.174542755,28.02042961,26.49419212,0.598137259,17.77782249,9.110090256,6.085224628,0,1.19890368,0,6,5,58.40575409,40.05155945,60.22170639,75.99446869,0,0,1,16.42816419
1332615858,MapQuestTrip,0,4,1.209941626,1.008284688,0.201656938,12.57560825,2.62154007,0,0,0,26.13302803,73,0.28767854,0,674.1391602,-0.656471908,26.59721375,23.62121582,0.317493826,18.45118141,7.758704662,8.854099274,0,0.946797431,0,8,6,16.72426796,16.63580132,38.3106041,53.88199234,0,0,1,18.75409517
1332615858,ShortestPath,0,4,2.270165205,1.362099171,0.908066094,0,2.043148756,0,0,0,21.44788742,58,19.61857605,0,652.4454956,-0.556043267,27.96606255,21.6563015,0.410056889,15.25795269,8.254107475,9.369206429,0,1.11783886,0,7,9,25.71320343,25.71320343,45.94367981,55.19075012,0,0,1,16.1181732
