OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percImpervious,percRoadRR,percBareGround,percBldg,percGrass,percTree,percWetland,percInlandWater,percCropland,percOcean,percBeach,percAADTgt5k,percAADTgt10k,percSlowdownLT2,percSlowdownLT4
127,1360813304,MapQuestTrip,0,4,0.575775027,0.575775027,0,16.20301056,1.497014999,0.568170488,0,0,2.883871317,22.60996056,0,18.23106956,203.8243561,-0.380572051,1 commute,30.95463753,20.68732071,1.615109801,20.24373817,11.32631397,7.789321423,0,0.173230916,0,7.210328579,0,60.61752701,37.34837341,63.66288376,81.50208282
128,1360813304,ShortestPath,0,4,2.007203579,1.070508599,0.936695039,0,2.141017199,3.045557022,0,0,3.049165964,67.88251495,0,6.631820202,274.3178406,-0.294933319,1 commute,30.53549957,23.62794304,1.499376774,19.00625229,10.92326355,7.314766884,0,0.075210586,0,7.017685413,0,60.78329086,60.78329086,35.05326462,69.72625732
129,1361796214,EndomondoTrip,1,4,1.110975981,0.512758136,0.598217785,1.04415822,1.538274407,0.040601123,0,0,44.29229736,0,0,5.229120255,214.4183502,-0.588708282,1 commute,29.03664589,20.93535423,0.912473321,17.2603817,11.20322132,7.456102848,0,0.184830815,0,13.01099014,0,66.82449341,66.77315521,50.17068863,68.76714325
130,1361796214,GoogleTrip,0,4,0.51561451,0.257807255,0.257807255,0.484393984,1.804650784,0,0,0,0.455474406,45.93193817,0,5.743031025,219.9095917,-0.744576335,1 commute,29.04836082,21.67762375,1.188037395,18.17500305,10.54171562,6.669107914,0,0.179984733,0,12.5201664,0,91.53053284,91.47891235,49.35266495,82.52996826
131,1361796214,MapQuestTrip,0,4,1.162470937,0.415168196,0.747302771,3.996428967,1.494605541,0.559086204,0,0,2.420866489,19.30809975,0.975444973,4.10518074,178.9375,-0.595379353,1 commute,30.69373512,20.03115463,1.320077896,18.55663872,10.34434319,5.894052982,0,0.251379758,0,12.90861702,0,73.80831146,61.282341,63.55533218,86.1149292
132,1361796214,ShortestPath,0,4,0.949872255,0.431760103,0.518112123,0,1.640688419,0,0,0,16.59302711,28.63845634,0,4.511301041,214.4984131,-0.988566756,1 commute,28.63794327,21.77794647,1.122431636,17.4832592,11.07327366,7.169359207,0,0.180489779,0,12.55529881,0,85.18042755,85.1285553,51.16062164,79.50494385
133,1365050428,EndomondoTrip,1,4,2.793452263,1.396726131,1.396726131,3.725942612,0,41.60741425,0,0,6.24002409,1.725793958,0,40.99438095,155.2693939,0.0053736,1 commute,14.40597534,10.10101986,5.023068905,5.978382111,14.90642166,12.11768818,0,0.55253756,0,4.666802883,32.2481041,6.582869053,6.582869053,87.32752991,87.89581299
134,1365050428,GoogleTrip,0,4,1.157496572,0.462998629,0.694497943,4.30321455,1.388995886,1.640374303,0,0,0,50.07391739,2.228930712,2.612189531,177.5599823,-0.441758811,1 commute,27.72193718,18.89115906,2.313521147,5.423259735,19.18618965,13.00519466,0,1.341384053,0,10.62936974,1.487983465,5.037643433,5.037643433,65.32064056,78.66267395
135,1365050428,MapQuestTrip,0,4,0.481460571,0.240730286,0.240730286,0.303633332,1.925842285,4.628755569,0,0,0,90.19396973,2.239797831,2.624925375,187.0474396,-0.830441594,1 commute,24.69215393,23.90156555,2.728194714,5.230778217,21.79048538,17.16734123,0,0.205704749,0,2.752841473,1.530936241,5.238518238,5.238518238,79.5544281,94.92454529
136,1365050428,ShortestPath,0,4,0.724383712,0.482922465,0.241461232,0,1.690228581,4.654937744,0,0,0,89.8263092,1.525132656,2.63977313,186.4080658,-0.821687043,1 commute,24.74931908,23.89215469,2.73702836,5.017409801,21.86768723,17.23081589,0,0.206442535,0,2.762714863,1.53642714,3.552469969,3.552469969,81.38311768,96.07462311
153,1384667146,EndomondoTrip,1,4,2.244229317,1.683172107,0.561057329,2.195552588,4.488458633,7.046597958,0,0,52.91402054,0,0,0,1665.779297,-0.474449575,1 commute,38.44823837,29.52068329,3.578463554,12.69424343,6.487196445,5.379733086,0,0.216677606,0,3.674764633,0,21.25989151,19.77819061,38.66472244,53.77087784
154,1384667146,GoogleTrip,0,4,3.133106709,1.566553354,1.566553354,9.803278923,5.744029045,0,0,0,10.14224815,38.3612175,0,0,1608.850342,-0.462615371,1 commute,37.35391235,32.12322235,2.777212143,13.49106121,5.010791302,2.787392616,0,0.201571852,0,6.254835606,0,18.40716934,16.55667114,49.26158905,77.49880981
155,1384667146,MapQuestTrip,0,4,3.655436039,2.284647703,1.370788574,25.48448753,4.112365723,0,0,0,38.94659805,23.53015709,0,0,1156.945557,-0.392527491,1 commute,35.43823242,22.59890175,4.175109863,11.03017712,4.808587551,2.254595995,0,0.58053565,0,19.11386108,0,15.96818733,15.47237492,30.59203529,51.73791885
156,1384667146,ShortestPath,0,4,2.293502569,1.720126987,0.573375642,0,5.16038084,0,0,0,59.22195053,0,0,0,1841.109253,-0.489030927,1 commute,38.78266907,30.72413635,4.061466217,10.55226135,6.537427902,5.333866119,0,0.219838783,0,3.788332939,0,21.63057709,20.11634445,37.15452957,56.91543961
165,1709740745,EndomondoTrip,1,4,1.925389886,0.998350322,0.927039564,6.435182571,1.069661021,2.604073048,0,0,0,0,1.533401012,29.84635735,2.28194356,-0.494992137,1 commute,25.80320358,16.20291138,0.754150867,16.8867836,22.11707306,17.10336113,0.051060803,1.081456304,0,0,0,48.13527298,27.71174049,71.36779022,92.26428986
166,1709740745,GoogleTrip,0,4,1.114073157,0.557036579,0.557036579,9.005001068,1.253332257,0,0,0,0,11.37157631,5.367843151,13.68503666,2.088886976,-0.582597256,1 commute,26.60865784,19.20491791,0.813477755,14.72167587,20.82626534,15.39803219,0.049913492,2.377059937,0,0,0,64.09072876,50.85341263,46.2457428,81.19602966
167,1709740745,MapQuestTrip,0,4,0.740085781,0.296034306,0.444051474,2.555289507,0.962111533,0,0,0,0,0,9.935241699,48.3612442,1.036120057,-0.421108842,1 commute,27.64818954,15.82386971,0.644639969,16.50077057,21.86685181,16.85298538,0,0.662694633,0,0,0,40.05295181,38.21612167,61.35181046,85.94882202
168,1709740745,ShortestPath,0,4,2.656489849,1.366194844,1.290295124,0,1.062595963,0.762973845,0,0,0,0,39.82836151,26.51004982,3.567286491,-0.191028118,1 commute,29.86109161,17.85487747,0.896635652,16.6150322,18.68409729,15.4925518,0.054545846,0.541168332,0,0,0,42.19623566,37.82940674,59.19669724,82.09142303
169,1747435788,EndomondoTrip,1,4,2.033875465,0.856368661,1.177506924,4.581288338,0.642276466,0,0,0,0,0.264989138,1.323336482,72.66658783,86.38618469,-0.683161318,1 commute,24.37675667,13.74686146,0.398341179,19.9829464,16.94952393,23.80529976,0,0.740268648,0,0,0,10.88258076,2.212950706,98.6725235,98.75566101
170,1747435788,GoogleTrip,0,4,1.65858233,0.725629747,0.932952523,7.996013165,0.725629747,0,0,0,0,4.499005318,8.438472748,77.50288391,35.86684036,-0.342672259,1 commute,25.20505142,14.16652489,0.524516881,19.09025574,16.83811378,21.88352585,0.033223558,2.258786678,0,0,0,11.3384676,9.377845764,86.69486237,93.94551849
171,1747435788,MapQuestTrip,0,4,1.389122486,0.534277916,0.85484463,4.767738819,1.495978117,0,0,0,0,0,16.71047783,46.64929199,242.2415924,-0.370473206,1 commute,23.6306076,15.01649475,0.324736685,20.33770943,16.48210526,23.46995735,0,0.738389373,0,0,0,10.57773781,0.81787473,74.38076019,82.30884552
172,1747435788,ShortestPath,0,4,1.567302465,0.671701014,0.895601392,0,1.11950171,0,0,0,0,41.41373062,0.407868087,34.45619202,43.77251816,-0.103319481,1 commute,27.37179947,18.17688751,0.564847648,18.22709656,13.88225174,21.31672287,0.087865189,0.37253046,0,0,0,20.11944771,1.505682588,61.50937653,69.48516083
173,1761937865,EndomondoTrip,1,4,1.571988583,0.698661566,0.873326957,8.949605942,1.047992349,50.85270691,0,0,14.98501396,0.143657431,0.241435274,16.31301308,223.2223816,-0.48518008,1 commute,26.11471367,22.79501152,0.311857224,15.62054348,13.65479183,21.31071091,0,0.050107397,0,0.142262965,0,13.59327888,13.32507038,42.76328659,45.99334717
174,1761937865,GoogleTrip,0,4,1.528469086,0.764234543,0.764234543,12.05168724,0.679319561,55.08962631,0,0,5.305982113,0.145297825,3.120177269,21.86896515,183.6710358,-0.541615129,1 commute,26.45656013,22.07171822,0.400294334,15.52426624,13.61341476,19.52414322,0,0.101862133,0,2.307739496,0,4.170969486,3.910186529,48.91995621,49.2176857
175,1761937865,MapQuestTrip,0,4,0.869820356,0.347928137,0.52189225,9.388828278,2.696443081,0,0,0,3.833501816,33.59691238,13.76152611,11.54389477,660.9765015,-0.181625739,1 commute,32.51696014,19.00493431,0.596062303,25.92260551,9.723592758,11.94949722,0,0.149625942,0,0.136721134,0,71.65349579,64.22431946,47.60503006,67.00530243
176,1761937865,ShortestPath,0,4,0.761189044,0.285445899,0.475743145,0,2.759310246,0,0,0,6.338493824,5.994832516,68.36125946,5.093254089,441.2993469,-0.230972245,1 commute,32.18625641,20.4992485,0.458098561,23.3948555,8.687580109,14.49319267,0,0.132238552,0,0.148531541,0,79.93692017,79.85140228,28.28736687,58.04288864
177,1781244163,EndomondoTrip,1,4,1.457860112,0.485953391,0.971906781,0.457836419,1.619844556,0,0,0,0,0,0,46.26616669,112.5792007,-0.332936436,1 commute,26.53552628,15.39164829,0.467467248,22.00701904,14.18177128,21.25366211,0,0.162905246,0,0,0,6.787417889,0.704457164,97.9280777,97.9280777
178,1781244163,GoogleTrip,0,4,1.193814397,0.596907198,0.596907198,9.046149254,0.298453599,0,0,0,0,14.20361805,0,53.49474335,39.54510117,-0.133509994,1 commute,25.1968174,13.85002041,0.287576586,17.8713398,14.81791782,27.72618484,0,0.250144094,0,0,0,15.52875137,15.38958836,82.80307007,91.32990265
179,1781244163,MapQuestTrip,0,4,0.941382289,0.627588212,0.313794106,3.715197563,2.353455782,0,0,0,0,0,3.860903263,14.52073288,189.3747406,-0.703670084,1 commute,25.28649139,21.99986267,0.434482187,23.95067596,12.39768219,15.77332211,0,0.157484233,0,0,0,59.46137238,19.06248283,96.052742,98.20064545
180,1781244163,ShortestPath,0,4,1.301808715,0.813630402,0.488178253,0,2.278165102,0,0,0,0.200925454,0,1.149602413,17.90712929,196.0849304,-0.745808959,1 commute,24.6806469,21.20914268,0.460927814,23.77560043,12.60472679,17.10540009,0,0.163555026,0,0,0,54.41671371,16.72387314,96.70146179,96.70146179
185,1804042088,EndomondoTrip,1,4,3.260957956,1.686702371,1.574255586,3.261749029,1.124468207,24.61854362,0,0,0,0,0.765915871,39.09399414,5.959681511,-0.133999065,1 commute,31.13719368,15.82990932,0.4785797,17.47723961,21.77174377,12.06665611,0,1.238676906,0,0,0,27.26501465,1.210984468,74.47375488,81.27643585
186,1804042088,GoogleTrip,0,4,0.427548498,0.213774249,0.213774249,8.632876396,1.389532566,0,0,0,0,45.68693924,45.36080551,8.484458923,9.406066895,-0.027966714,1 commute,28.94834518,31.1602459,0.661949396,11.03903008,14.59487629,6.787540913,0.012795414,6.795217991,0,0,0,94.29167175,93.93359375,20.84791374,67.06899261
187,1804042088,MapQuestTrip,0,4,1.233076572,0.448391467,0.784685075,3.583199024,0.896782935,0,0,0,0,0,0.760287106,22.26305962,3.138740301,-0.199050054,1 commute,27.39768982,12.61484718,0.647891104,16.26578331,24.56299782,17.74335098,0,0.767439783,0,0,0,1.546033382,1.322841167,95.5711441,96.33055115
188,1804042088,ShortestPath,0,4,3.135092974,1.509489298,1.625603795,0,0.812801898,0,0,0,0,1.782663941,2.202145576,42.50269699,2.902863979,-0.275986403,1 commute,26.87792778,12.31302643,0.711167693,17.75813675,23.78715515,17.83627319,0,0.716314256,0,0,0,10.27055168,4.400331497,93.53868866,94.32530212
193,651073276,EndomondoTrip,1,4,1.186856508,0.890142381,0.296714127,21.1127243,0.890142381,0,0,0,44.65958023,0,0.25108394,55.08933258,30.56155586,-0.001843906,1 commute,11.89140606,8.665787697,0.733519137,6.19118166,20.08023262,52.35041046,0.037317351,0.050145186,0,0,0,2.889684439,2.740219355,59.04761505,64.22720337
194,651073276,GoogleTrip,0,4,1.021628857,0.681085885,0.340542942,5.525181293,1.021628857,51.14934158,0,0,0,0,19.21800232,0.292358667,4.086515427,-0.646796048,1 commute,15.40083504,10.41491508,0.480442017,6.864982605,19.37248993,47.32754135,0,0.138794363,0,0,0,97.23667908,76.41668701,27.27028084,42.33346939
195,651073276,MapQuestTrip,0,4,1.021628857,0.681085885,0.340542942,5.525181293,1.021628857,51.14934158,0,0,0,0,19.21800232,0.292358667,4.086515427,-0.646796048,1 commute,15.40083504,10.41491508,0.480442017,6.864982605,19.37248993,47.32754135,0,0.138794363,0,0,0,97.23667908,76.41668701,27.27028084,42.33346939
196,651073276,ShortestPath,0,4,3.59358573,1.796792865,1.796792865,0,0.359358579,0,0,0,0,0,4.207222939,69.53637695,1.078075647,0.022093432,1 commute,14.63654232,10.14635086,0.4441787,13.27838039,22.2929306,37.91463852,0.019931095,1.26704824,0,0,0,15.37501431,4.979493141,90.26054382,92.16425323
201,651441499,EndomondoTrip,1,4,1.223858118,0.24477163,0.979086518,6.5998559,3.426802874,0,0,0,0,29.5071907,29.95414543,34.9442749,732.3566895,-0.425520658,1 commute,28.30404854,23.49815941,0.273900747,18.86224365,11.13377476,9.81380558,0,0.677952945,0,7.436114311,0,60.73898697,53.59379578,48.94340134,80.64365387
202,651441499,GoogleTrip,0,4,1.017943859,0.50897193,0.50897193,2.530681372,2.799345732,0,0,0,0,38.20755386,9.657017708,49.5623436,811.3012695,-0.306770295,1 commute,28.59469795,20.67183495,0.33481133,21.1373539,13.98666763,9.382761002,0,0.34587115,0,5.546003819,0,31.29343605,31.29343605,69.93788147,83.45326233
203,651441499,MapQuestTrip,0,4,2.314791679,0.841742456,1.473049283,23.99336815,1.473049283,0.043962985,0,0,71.14720154,1.876526833,0.205142558,6.237833977,1108.785278,-0.028693469,1 commute,21.55599594,6.86493969,1.197840095,13.81788063,6.869211674,7.769727707,0,0.169167146,0,1.394347429,40.36088943,19.82757378,16.88868904,87.01719666,94.75076294
204,651441499,ShortestPath,0,4,1.304630995,0.521852434,0.782778621,0,3.131114483,0,0,0,0,28.71665573,67.73444366,0,809.1321411,-0.511294842,1 commute,27.25403976,24.40911484,0.218999222,16.15119171,12.81145382,11.32701111,0,0.464856833,0,7.363332272,0,79.85972595,79.72280121,68.39933777,107.9234314
205,651444727,EndomondoTrip,1,4,1.534708142,0.920824885,0.613883257,13.95177841,0.383677036,26.45727158,0,0,0,0,1.080599546,51.07562637,22.17653275,-0.241213605,1 commute,14.12185764,8.357550621,0.527481198,8.786515236,22.0031929,44.72750473,0.009882552,0.162135616,1.303879261,0,0,18.13585854,16.31068993,69.73905182,73.36529541
206,651444727,GoogleTrip,0,4,0.434756756,0.260854065,0.173902705,0.563540161,0.521708131,0,0,0,0,0,61.75714493,17.07522011,17.04246521,-0.870931745,1 commute,13.4034729,8.968212128,0.437532902,7.175817013,21.26520729,46.48830414,0.053002801,0.368941039,1.839508891,0,0,63.66133881,62.34065247,35.73180771,50.64730453
207,651444727,MapQuestTrip,0,4,0.43649447,0.2618967,0.174597785,0.163190782,0.611092269,0,0,0,0,0,58.13998413,15.74309921,18.07087135,-1.012450218,1 commute,13.98104858,9.057463646,0.440928459,7.949578285,20.91245842,45.50638962,0.035816744,0.269842654,1.846474886,0,0,60.47605133,58.51699448,37.73557663,50.21279144
208,651444727,ShortestPath,0,4,0.87441361,0.52464813,0.34976545,0,0.786972225,0,0,0,0,0,67.29854584,24.22082901,4.284626484,-0.659100652,1 commute,14.41831589,8.962114334,0.495510757,7.880714417,21.41060066,46.38468933,0.037686732,0.320686191,0.089680463,0,0,69.82850647,67.86624908,34.96023941,50.61237717
221,651992804,EndomondoTrip,1,4,0.996858418,0.398743361,0.598115087,0.114972338,0.398743361,62.11166382,0,0,25.98645973,0,0,11.45619678,6.978009224,-0.782873333,1 commute,24.76065636,24.41546249,0.425763845,8.115580559,25.32070541,16.45944595,0.110588014,0.391797543,0,0,0,1.144649863,0.849977911,23.39123917,33.12667084
222,651992804,GoogleTrip,0,4,0.997412503,0.598447502,0.398965001,0.059359744,0.398965001,62.40532303,0,0,0,25.89294052,0,11.43795967,6.383440018,-1.015854597,1 commute,25.10598183,24.61060905,0.443770528,7.988663673,25.22029686,16.11307907,0.111141101,0.406458884,0,0,0,7.001079559,6.706243992,24.50544739,34.7235527
223,651992804,MapQuestTrip,0,4,0.997308552,0.398923397,0.598385096,0.069789335,1.595693588,0,0,0,0,26.06285477,0,11.45753956,10.17254734,-0.245161116,1 commute,23.70361519,28.8717823,0.296068221,6.340596676,24.35417747,15.94741821,0.104216009,0.382125378,0,0,0,7.099094391,7.014539242,76.93313599,87.19837189
224,651992804,ShortestPath,0,4,1.397206306,0.798403621,0.598802745,0,0.39920181,62.18798065,0,0,11.83987045,14.15119839,0,11.44571495,6.986032009,-1.018278837,1 commute,24.86047363,24.57187843,0.449984908,8.428073883,24.93918037,16.23205185,0.111303687,0.407053471,0,0,0,1.145965934,0.850955188,23.49872017,33.24534225
225,652014143,EndomondoTrip,1,4,3.063710213,1.531855106,1.531855106,29.67045593,0.382963777,0.586597562,0,0,86.09722137,0,0,0.173565969,2399.842529,-0.510652483,1 commute,21.38412094,5.028084755,11.32872868,8.320579529,11.4988699,10.71653271,0,0.29988268,0,6.243153572,25.18004608,0.105231114,0.105231114,105.6049347,105.6049347
226,652014143,GoogleTrip,0,4,2.107826471,1.171014667,0.936811745,6.017222404,0.702608824,0.161371604,0,0,66.36254883,0,0,0,3791.979736,-0.477476001,1 commute,19.31953239,6.017282963,4.1232481,15.05116653,10.16861916,11.46907139,0,0.237807676,0,0.562686682,33.0505867,0,0,100.3199844,100.3199844
227,652014143,MapQuestTrip,0,4,2.552522182,0.928189933,1.624332309,7.002000332,0,0,0,0,100,0,0,0,2784.801758,-0.792066395,1 commute,14.95555019,2.244082689,13.36790562,6.62252903,10.51896191,10.77497292,0,0.238193482,0,0.501706719,40.77609634,0,0,98.03333282,98.03333282
228,652014143,ShortestPath,0,4,1.241477251,0.744886339,0.496590883,0,0,1.587121129,0,0,98.41287994,0,0,0,1815.536255,-0.055559184,1 commute,2.339393616,0,2.835152864,0.884512663,2.758579969,1.385180235,0,0.081481189,0,0.732349038,88.98335266,0,0,8.468767166,8.468767166
229,652117103,EndomondoTrip,1,4,2.786614895,1.857743263,0.928871632,15.34886169,3.947704554,0,0,0,0.217154264,65.42733765,0,28.93957901,189.4898071,-0.592212081,1 commute,38.21719742,22.67847061,0.211575404,24.88052559,6.956005096,4.639811516,0,0.233846501,0,2.182567358,0,55.31575775,47.53746033,65.14035797,90.78720856
230,652117103,GoogleTrip,0,4,1.794545054,1.121590614,0.672954381,19.41108704,3.140453815,10.97335148,0,0,19.52672005,39.04809189,0,21.41366005,159.0415497,-0.480396658,1 commute,35.42823792,16.32771873,0.532162666,18.91775703,6.417308807,4.518007755,0,0.447052509,0,3.0236516,14.38810253,41.20882797,26.56041718,78.67214203,94.27390289
231,652117103,MapQuestTrip,0,4,2.675390959,1.216086745,1.459304094,10.13223934,2.188956261,39.75984573,0,0,9.518781662,29.27705765,0,12.32216644,104.3402405,-0.345430791,1 commute,32.41250229,12.17904758,0.754029632,17.62177086,7.06143856,4.119743824,0,0.372118533,0,1.789106727,23.69024086,23.11228371,3.046401978,51.55669022,61.27609634
232,652117103,ShortestPath,0,4,1.875025034,1.339303613,0.535721421,0,3.750050068,0,0,0,0,73.5933609,0,15.71304417,122.9480667,-0.872121096,1 commute,37.41278458,24.41723442,0.28567484,22.75628471,7.951106071,4.900013924,0,0.201777771,0,2.075124979,0,56.04288864,39.17115021,58.6817131,88.30834198
241,652569335,EndomondoTrip,1,4,1.243173838,0.765030086,0.478143811,9.540044785,2.868862867,0,0,0,0,22.42470741,56.05944824,21.51584625,534.8516235,-0.631802678,1 commute,29.36572647,18.53770638,0.217104137,23.84890747,14.00379086,10.36164856,0,0.274539083,0,3.390576839,0,47.74491882,33.78093719,81.71315765,105.2868652
242,652569335,GoogleTrip,0,4,1.326425314,0.663212657,0.663212657,10.56220341,1.894893289,0,0,0,12.34197521,28.3663559,32.92118454,26.37048531,282.0548706,-0.45488894,1 commute,27.9765892,15.73405075,0.510739625,20.70948219,13.97593498,11.92194748,0,0.250235796,0,2.499695778,6.421324253,38.57117844,26.40861702,102.8443375,114.4093704
