OBJECTID,tripID,source,Choice,Options,turnsPerkm,turnsLeftPerkm,turnsRightPerkm,perc_Detour,signalsPerkm,percCycleWay,percBikeLane,percSharrow,percFootway,percPrimary,percSecondary,percResidential,FlickrPerkm,PSOverlap,WorkoutType,percIndustrial,percRoadRailroad,percPort,percUrbanFabric,percUrbanGreen,percCropland,percForest,percGrassShrub,percMarshland,percWaterbody,percBeach
1,1301593236,Endomondo,1,4,1.025241,0.717669,0.307572,14.35644,0.205048,50.66393,5.317011,0,0,0,0,5.263474,2.255531,-0.510042,1 commute,38.42764,0,2.613776,20.75646,4.735548,31.57032,0,0,0,1.896269,0
2,1301593236,Google,0,4,1.856044,0.824909,1.031136,13.70274,0.103114,44.38364,5.027579,0,0.132435,13.56278,3.340164,12.82807,2.268498,-0.470184,1 commute,40.12988,0,2.628595,19.72993,4.772704,30.83187,0,0,0,1.90702,0
3,1301593236,MapQuest,0,4,1.511805,1.079861,0.431944,8.572256,0.431944,57.44049,1.617215,0,0.474831,0.369519,0,8.256413,2.159722,-0.539622,1 commute,38.2158,0,0,27.66489,0,32.06563,0,0,0,2.053678,0
4,1301593236,Shortest Path,0,4,3.048316,1.289672,1.758644,0,0.468972,10.14125,1.594077,0,2.004101,35.77583,0,3.093713,0.937944,-0.105257,1 commute,48.03205,0,0,31.59321,0,10.87674,0,0,0,9.497996,0
5,1301684976,Endomondo,1,4,3.664329,1.832164,1.832164,11.80124,0.785213,55.79549,2.833447,0,1.329684,0,2.230382,31.27581,1.832164,-0.006232,1 commute,0,0,0,56.47304,0,9.846314,33.68064,0,0,0,0
6,1301684976,Google,0,4,4.125135,1.650054,2.475081,6.406,0.275009,1.711237,15.89543,0,6.225958,0,76.3493,1.733636,0.825027,-0.213323,1 commute,0,0,0,91.47115,0,0,8.528844,0,0,0,0
7,1301684976,MapQuest,0,4,3.738317,1.602136,2.136181,9.588489,1.602136,55.06873,21.32287,0,4.258702,0.442961,10.98574,10.21444,2.403204,0.053521,1 commute,0,0,0,87.5134,0,0.696677,11.78992,0,0,0,0
8,1301684976,Shortest Path,0,4,4.389391,1.755756,2.633635,0,1.170504,10.53315,20.77804,0,1.811015,0,34.37748,22.74541,2.341008,-0.229803,1 commute,0,0,0,80.7592,0,1.390901,17.8499,0,0,0,0
21,1301868814,Endomondo,1,4,1.618185,0.943941,0.674244,10.96169,0.674244,30.83352,8.407026,0,5.218327,4.541285,11.90526,0,2.696975,-0.206775,1 commute,0.174146,0,0,57.11989,0,40.37508,0,0,0,2.330878,0
22,1301868814,Google,0,4,0.879622,0.146604,0.733019,2.06459,1.17283,18.96109,8.676563,0,0,39.09696,33.21095,0,2.345659,-0.142295,1 commute,0.523713,0,0,47.9197,0,49.46174,0,0,0,2.09485,0
23,1301868814,MapQuest,0,4,0.862583,0.287527,0.575055,4.080796,1.006346,77.90572,8.112586,0,0.093985,0,14.62945,0,2.587748,-0.491296,1 commute,0.185767,0,0,49.07116,0,48.25665,0,0,0,2.486425,0
24,1301868814,Shortest Path,0,4,3.29187,1.496305,1.795566,0,1.047413,63.81585,10.94984,0,0.208266,5.26848,0.930852,0,0.598522,-0.399443,1 commute,0.255064,0,0,42.26557,4.366092,53.11328,0,0,0,0,0
29,1302349646,Endomondo,1,4,1.902162,0.895135,1.007027,9.51255,0.223784,55.19545,3.04508,5.601367,16.93717,0,0.142901,8.592701,1.007027,-0.434323,1 commute,0,0,0,59.12868,0,10.85785,30.01347,0,0,0,0
30,1302349646,Google,0,4,1.271776,0.462464,0.809312,5.985052,0.462464,5.412246,1.044207,0,0.701238,0,36.19339,0,0.346848,-0.357111,1 commute,0.483425,0,0,61.29144,0,12.1547,26.07044,0,0,0,0
31,1302349646,MapQuest,0,4,1.797393,0.718957,1.078436,2.261146,0.359479,75.1711,0,5.891532,0.803123,0,7.271955,4.196349,0.718957,-0.562328,1 commute,2.707235,0,0,60.18208,0,11.58361,25.52707,0,0,0,0
32,1302349646,Shortest Path,0,4,1.838035,0.735214,1.102821,0,0.367607,17.77948,0,2.861544,7.144498,0,25.80546,4.338228,0.612678,-0.635505,1 commute,4.181952,0,0,60.88286,0,12.39912,19.0878,3.448276,0,0,0
33,1302528368,Endomondo,1,4,2.084126,0.757864,1.326262,4.073778,0.94733,30.36721,50.79285,0,4.188021,5.012078,0,0,0.189466,-0.229082,1 commute,0,0,0,74.24385,16.25023,0,9.505918,0,0,0,0
34,1302528368,Google,0,4,0.946115,0.378446,0.567669,4.207387,2.081454,0,59.51428,0,5.12592,54.28035,2.774078,5.147096,0,-0.518745,1 commute,0,0,0,74.89218,16.0885,0,9.019314,0,0,0,0
35,1302528368,MapQuest,0,4,2.352594,1.008254,1.344339,17.34205,1.176297,72.68604,3.433203,0,9.125424,0,0,8.569699,0,-0.001224,1 commute,0,0,0,48.70108,29.55466,0,21.74426,0,0,0,0
36,1302528368,Shortest Path,0,4,1.183106,0.394369,0.788738,0,1.971844,6.91611,61.09195,0,8.716847,40.2481,2.920187,11.2849,0,-0.646843,1 commute,0,0,0,70.02921,20.58423,0,9.386562,0,0,0,0
69,1304207314,Endomondo,1,4,2.037989,1.198817,0.839172,4.754365,0.599409,84.09679,0,4.713054,0,0,4.977297,1.31998,0.479527,-0.859871,1 commute,26.53574,0,30.11615,19.65034,13.0643,0,0,0,0,10.63346,0
70,1304207314,Google,0,4,1.920565,0.840247,1.080318,4.620336,0.600177,60.87419,0,4.728491,0,0,19.01118,1.324304,0.480141,-0.876182,1 commute,26.60913,0,30.02517,19.87295,12.933,0,0,0,0,10.55975,0
71,1304207314,MapQuest,0,4,1.826608,0.799141,1.027467,10.00178,0.684978,78.99556,4.008101,4.498889,0,0,4.498889,1.259999,0.456652,-0.788634,1 commute,30.31132,0,28.50952,18.69084,12.44156,0,0,0,0,10.04676,0
72,1304207314,Shortest Path,0,4,3.516277,1.758139,1.758139,0,0.502325,32.76793,0,0,7.552543,0,10.57853,8.313091,0.376744,-0.366267,1 commute,30.07187,0,30.02143,21.14487,12.9618,0,0,0,0,5.800025,0
81,1305592584,Endomondo,1,4,2.595936,1.142212,1.453724,3.677983,0.934537,52.07792,10.55368,0,13.90951,0,0.847763,16.22204,0.41535,-0.222809,1 commute,0,0,0,91.51925,8.480749,0,0,0,0,0,0
82,1305592584,Google,0,4,1.579144,0.947486,0.631657,2.261011,1.052762,4.493874,1.885804,0,21.01816,17.55718,30.85504,0,0.736934,-0.43581,1 commute,0,0,0,87.18943,12.81057,0,0,0,0,0,0
83,1305592584,MapQuest,0,4,2.379777,1.189888,1.189888,8.571401,1.189888,69.3276,1.741353,0,19.8756,0.562722,0,4.884776,0.39663,-0.189519,1 commute,0,0,0,87.8902,12.1098,0,0,0,0,0,0
84,1305592584,Shortest Path,0,4,2.583757,1.291879,1.291879,0,1.076566,6.92759,8.494756,0,0.871538,0,28.2363,12.16079,0.538283,-0.296098,1 commute,0,0,0,100,0,0,0,0,0,0,0
85,1306335864,Endomondo,1,4,3.37008,1.78416,1.58592,8.369434,0.79296,70.19711,19.79051,0.822673,2.142383,0,1.972511,12.97036,3.76656,-0.126673,1 commute,0,0,0,98.00198,1.998022,0,0,0,0,0,0
86,1306335864,Google,0,4,1.678994,0.839497,0.839497,2.362058,2.308616,2.707124,10.9705,0,1.504059,8.36157,73.64581,4.067445,0.839497,-0.466826,1 commute,0,0,0,99.208,0.791997,0,0,0,0,0,0
87,1306335864,MapQuest,0,4,2.569844,1.101362,1.468482,17.036,1.468482,84.70341,0,0,2.513996,8.388002,2.193014,0,1.284922,-0.069059,1 commute,0,0,0,100,0,0,0,0,0,0,0
88,1306335864,Shortest Path,0,4,1.933484,0.859326,1.074158,0,2.577979,15.69213,7.174123,0,3.498776,8.55523,46.72181,2.723909,1.074158,-0.546012,1 commute,0,0,0,99.19166,0.808339,0,0,0,0,0,0
93,1306516016,Endomondo,1,4,2.060057,0.824023,1.236034,15.57303,0,65.01162,0,0,0,0,24.43556,0,0.412011,-0.755851,1 commute,1.147541,0,0,33.31967,0,0,65.53278,0,0,0,0
94,1306516016,Google,0,4,2.068918,0.827567,1.241351,15.07806,0,18.7629,0,0,0,0,71.033,0,0.413784,-0.492983,1 commute,1.556739,0,0,33.30602,0,0,65.13724,0,0,0,0
95,1306516016,MapQuest,0,4,3.132368,1.789925,1.342443,6.412091,0,96.57408,0,0,0,0,2.822961,0,0.447481,-0.296,1 commute,9.777778,0,0,27.6,0,0,62.62222,0,0,0,0
96,1306516016,Shortest Path,0,4,1.428522,0.952348,0.476174,0,0,4.160861,0,0,15.96526,0,73.4213,0,0,-0.326659,1 commute,14.92257,0,0,28.53121,0,0,43.82919,12.71703,0,0,0
101,1306567462,Endomondo,1,4,2.640158,0.440026,2.200131,9.753581,0.660039,24.07215,29.61128,5.618039,0,0,34.86393,14.69467,0,-0.01178,1 commute,0,0,0,81.11258,0,8.641161,10.24626,0,0,0,0
102,1306567462,Google,0,4,2.606832,0.947939,1.658893,1.893597,1.658893,3.302503,0.982491,0.208233,0,0,66.89837,29.59089,0.236985,-0.395945,1 commute,11.15065,0,0,66.95136,2.941874,17.48517,1.470937,0,0,0,0
103,1306567462,MapQuest,0,4,2.26188,0.904752,1.357128,6.757329,1.809504,84.58672,0.934139,0,0,0,0,15.41327,0,-0.134205,1 commute,11.96409,0,0,68.91134,2.401796,15.06173,1.661055,0,0,0,0
104,1306567462,Shortest Path,0,4,3.380612,1.690306,1.690306,0,1.448834,26.03665,0,0,0,0,38.11275,35.8506,0.241472,-0.587403,1 commute,5.923429,0,0,71.97207,2.985793,17.91476,1.203949,0,0,0,0
113,1307747408,Endomondo,1,4,1.093397,0.420537,0.67286,7.174387,0.504645,68.50382,16.93049,0,0,0,0.467054,0,0.252322,-0.178966,1 commute,10.19242,0,0,15.96504,4.05008,69.79246,0,0,0,0,0
114,1307747408,Google,0,4,1.459054,0.600787,0.858267,5.027504,0.51496,8.679428,11.20191,0,0,0,21.22213,0,1.544881,-0.164159,1 commute,0,0,0,41.8475,0,53.8125,0,0,0,4.339995,0
115,1307747408,MapQuest,0,4,2.114667,1.01504,1.099627,6.56718,0.592107,75.50902,8.28476,0,0.326199,0,3.266159,0.099029,1.184214,-0.170556,1 commute,2.869342,0,0,43.90265,1.024765,49.60717,0,0,0,2.596072,0
116,1307747408,Shortest Path,0,4,1.983116,0.991558,0.991558,0,0.630992,22.35943,6.332352,0,1.065479,39.76714,11.68722,5.125091,0,-0.21953,1 commute,11.05791,0,0,21.90803,2.881922,64.15214,0,0,0,0,0
117,1308042882,Endomondo,1,4,3.071718,1.31645,1.755267,36.23131,0,40.65815,0,0,0.133319,0,0,0.835442,0.146272,-0.046147,1 commute,0,0,0,61.39351,12.24072,0,1.723634,24.64213,0,0,0
118,1308042882,Google,0,4,0.921155,0.184231,0.736924,8.162386,0,64.08628,13.58473,0,0,0,0,5.926965,0,-0.834955,1 commute,0,0,0,73.36508,13.28082,0,2.25316,11.10093,0,0,0
119,1308042882,MapQuest,0,4,0.921113,0.184223,0.736891,8.167258,0,63.74397,13.23118,0,1.276996,0,0,5.772711,0,-0.774156,1 commute,0,0,0,73.36508,13.28082,0,2.25316,11.10093,0,0,0
120,1308042882,Shortest Path,0,4,2.989029,1.39488,1.594149,0,0,59.10936,1.609182,0,0,0,0,1.133408,0,-0.435837,1 commute,0,0,0,62.13786,22.21778,0,3.536463,12.10789,0,0,0
133,1308883908,Endomondo,1,4,2.334929,1.245295,1.089633,15.70865,0.311324,45.11077,21.74046,0,0.326693,0,19.01863,0,2.023605,-0.280874,1 commute,0,0,0,26.71212,0,16.71832,56.56957,0,0,0,0
134,1308883908,Google,0,4,0.965698,0.482849,0.482849,11.90721,0.482849,0.240306,6.827331,0,0,43.90112,27.35757,3.895821,2.092346,-0.137324,1 commute,0,0,0,56.31973,2.231474,5.378851,36.06994,0,0,0,0
135,1308883908,MapQuest,0,4,1.725011,0.627277,1.097734,14.85476,0.470458,55.92041,21.20439,0,4.3043,1.36457,12.17064,0,2.03865,-0.211403,1 commute,0,0,0,45.57662,0,4.50237,49.92101,0,0,0,0
136,1308883908,Shortest Path,0,4,2.5216,1.440915,1.080686,0,0.360229,6.526453,12.73624,0,0,0,3.755727,2.181726,0.720457,-0.183142,1 commute,0,0,0,63.2469,0,7.121383,29.63172,0,0,0,0
137,1308897422,Endomondo,1,4,0.991985,0.425136,0.566848,12.96807,0.070856,34.52437,5.428447,0,0,0,0,11.01937,2.975955,-0.261057,1 commute,1.278591,0,0,13.411,0,40.28271,32.97343,4.752096,7.302174,0,0
138,1308897422,Google,0,4,0.797334,0.362424,0.434909,10.42955,0.217455,0.843319,0.06088,0.482461,0.786817,30.44538,23.55544,4.169566,4.059154,-0.09248,1 commute,4.368897,0,0,26.50271,0,49.96022,7.030741,2.104882,10.03255,0,0
139,1308897422,MapQuest,0,4,0.858406,0.500737,0.357669,11.89779,0.214601,68.17504,0,3.217712,0.439554,0.150136,0.442919,1.016252,3.791291,0.02653,1 commute,4.850935,0,0,25.28694,0,50.92038,6.80719,1.783007,10.35155,0,0
140,1308897422,Shortest Path,0,4,1.120626,0.400224,0.720403,0,0,15.03541,0.066265,0,0.856416,0,6.680776,0.804073,4.482505,-0.339455,1 commute,2.866725,0,0,26.9584,0,44.0789,12.54492,5.34217,8.208896,0,0
145,1309119596,Endomondo,1,4,2.662904,1.141245,1.521659,29.59213,0.25361,83.23285,6.869058,0,7.570375,0,0,9.196773,1.141245,-0.079428,1 commute,19.35402,0,0,79.10732,0.559512,0,0,0,0,0.979146,0
146,1309119596,Google,0,4,2.611826,1.469152,1.142674,0.667809,0.979435,17.57645,3.469138,0,10.97772,16.86493,30.44378,6.630242,0.489717,-0.308848,1 commute,39.75845,0,0,39.44835,17.90436,0,0,0,0,2.888853,0
147,1309119596,MapQuest,0,4,3.214582,1.022822,2.191761,12.46386,0.876704,73.02689,4.933425,0,9.071852,0.953322,0,9.539799,0.292235,-0.156296,1 commute,35.37736,0,0,45.71049,16.2441,0,0,0,0,2.668042,0
148,1309119596,Shortest Path,0,4,2.13628,0.985976,1.150305,0,0.657317,22.48618,2.854413,0,10.98039,0,35.23964,6.652806,0.328659,-0.262515,1 commute,24.06646,5.708176,0,37.99967,29.29758,0,0,0,0,2.928113,0
153,1309145740,Endomondo,1,4,2.579903,0.978584,1.601319,11.95155,0.355849,68.5193,1.729422,0,1.45272,0,0,9.757637,2.579903,-0.170376,1 commute,0.260487,0,0,83.46358,11.43447,0,0,0,0,4.841462,0
154,1309145740,Google,0,4,3.210817,1.516219,1.694598,11.66638,0.445947,41.63152,3.692754,0,4.262354,1.673448,24.91548,6.080792,0.802704,-0.242354,1 commute,1.30335,0,0,93.18954,0.348784,0,0,0,0,5.158329,0
155,1309145740,MapQuest,0,4,1.621279,0.884334,0.736945,35.14516,0.66325,70.55605,16.24405,0,4.77288,0,4.695068,2.443541,0.368472,0.13311,1 commute,16.13721,2.759135,0,57.05444,21.64057,2.40865,0,0,0,0,0
156,1309145740,Shortest Path,0,4,3.784592,1.693107,2.091485,0,1.09554,32.45498,0.97075,0,11.36983,0,33.44255,2.556773,2.091485,-0.272042,1 commute,2.460828,0,0,93.55163,0.391724,0,0,0,0,3.595822,0
157,1309151116,Endomondo,1,4,1.701324,0.94518,0.756144,27.65021,0.94518,84.75809,0,0,0,0,0,8.297614,2.079396,-0.408963,1 commute,26.3667,8.413948,23.73453,30.79865,10.68616,0,0,0,0,0,0
158,1309151116,Google,0,4,3.678491,2.069151,1.60934,4.958191,0.689717,61.24463,0,0,11.84964,0,0,21.97881,0.229906,-0.254987,1 commute,20.88695,9.880515,8.846507,37.33915,23.04688,0,0,0,0,0,0
159,1309151116,MapQuest,0,4,2.578334,1.289167,1.289167,12.30733,0.644584,96.49112,0,0,1.814763,0.357059,0,0,0.644584,-0.258967,1 commute,22.36449,8.023901,9.411012,29.96159,30.23901,0,0,0,0,0,0
160,1309151116,Shortest Path,0,4,6.273927,3.136963,3.136963,0,1.206524,46.30693,0,0,12.3465,29.05936,0.828603,9.299435,6.515232,-0.122877,1 commute,32.74897,8.2542,16.26491,30.89847,11.83346,0,0,0,0,0,0
177,1310717808,Endomondo,1,4,0.936988,0.35137,0.585618,10.04408,0.175685,53.29355,12.14308,0,1.677987,0,0.649511,1.399117,1.698291,-0.630568,1 commute,2.061856,0,0,28.3388,17.36762,49.60169,0,0,0,2.630038,0
178,1310717808,Google,0,4,1.575544,0.660712,0.914832,26.79788,0.25412,37.70293,0.844855,0,0.323927,5.218904,5.831696,7.742302,3.659328,-0.006442,1 commute,5.059418,0,0.214209,31.26945,9.736319,42.66333,0,0,0,11.05728,0
179,1310717808,MapQuest,0,4,1.340531,0.670265,0.670265,15.37596,0.335133,53.61999,11.08869,0,0.576963,0,0.134153,4.164924,3.18376,-0.557841,1 commute,1.974533,0,0,31.14938,16.63207,47.48415,0,0,0,2.759859,0
180,1310717808,Shortest Path,0,4,1.224431,0.644437,0.579994,0,0.322219,20.14963,0.877043,0,0.783278,21.04984,5.683372,11.5178,1.997756,-0.076406,1 commute,2.446898,0,0,33.86274,7.411712,53.37982,0,0,0,2.898831,0
185,1311731454,Endomondo,1,4,1.593122,0.885068,0.708054,9.428388,0.531041,59.20798,13.52296,0,0.637366,0,0,13.98766,0.708054,-0.13056,1 commute,19.53279,6.217431,0,41.54537,29.02066,0,0,0,0,3.683738,0
186,1311731454,Google,0,4,1.788103,0.715241,1.072862,8.32879,1.072862,14.97725,26.54737,0,0,26.65624,33.90134,4.301939,0.715241,-0.08915,1 commute,36.35719,0,0,54.81928,5.616584,0,0,0,0,3.206945,0
187,1311731454,MapQuest,0,4,1.523636,0.507879,1.015758,14.41887,1.18505,85.88776,7.045716,0,1.276171,0,2.289031,4.265968,0.338586,-0.027005,1 commute,34.44444,0,0,57.25589,5.252525,0,0,0,0,3.047138,0
188,1311731454,Shortest Path,0,4,4.45517,2.324437,2.130733,0,0.387406,23.19341,9.828959,0,7.306221,0,20.92839,12.69721,0.581109,-0.128215,1 commute,19.84112,6.723503,0,43.05367,26.93276,0,0,0,0,3.448944,0
189,1314247708,Endomondo,1,4,1.998524,0.932644,1.065879,12.03506,0.666175,93.0901,0,0,3.824969,0,0.172447,1.11644,0.26647,-0.310239,1 commute,26.22312,0,23.56183,21.26344,17.05645,0,0,0,11.89516,0,0
190,1314247708,Google,0,4,1.642292,0.821146,0.821146,9.06941,0.821146,67.09155,0,0,0,6.375829,3.035748,0.95519,0.547431,-0.182218,1 commute,21.78191,0,0.286964,41.11779,10.522,0,0,0,26.29134,0,0
191,1314247708,MapQuest,0,4,1.952265,0.697237,1.255028,7.043735,0.836685,94.23994,0,0,3.92604,0,0,1.132349,2.510055,-0.415946,1 commute,16.80884,0,62.50874,16.68298,3.999441,0,0,0,0,0,0
192,1314247708,Shortest Path,0,4,4.179555,2.239047,1.940508,0,0.447809,58.24759,0,0,5.582019,1.536299,0.933579,1.015208,5.522983,-0.336556,1 commute,21.18352,0,59.1161,19.62547,0.074906,0,0,0,0,0,0
193,1315213926,Endomondo,1,4,1.352105,0.525819,0.826287,3.750426,0.150234,30.03499,7.419215,0,0,0,2.110682,0.623424,1.352105,-0.088159,1 commute,0,0,0,56.74884,10.85225,22.86187,9.537051,0,0,0,0
194,1315213926,Google,0,4,1.789353,0.745564,1.043789,4.530541,0.596451,6.158064,9.691061,0,0.834335,44.06015,14.83702,2.981882,2.534916,-0.275921,1 commute,0,0,0,78.87902,1.418016,11.94865,7.75431,0,0,0,0
195,1315213926,MapQuest,0,4,1.493348,0.933342,0.560006,25.2501,0.186668,74.37635,4.159288,0,1.40652,0,0,0.664746,0.746674,-0.029319,1 commute,29.67185,0.491277,0,38.45185,11.99849,19.38653,0,0,0,0,0
196,1315213926,Shortest Path,0,4,2.493893,1.246947,1.246947,0,0.623473,36.98678,14.64347,0,4.129107,15.30249,25.77792,0.158923,1.324881,-0.485438,1 commute,0,0,0,79.38281,1.484375,11.01563,8.117188,0,0,0,0
201,1316320008,Endomondo,1,4,2.719651,1.359825,1.359825,14.97935,0.951878,86.38934,0,0,5.778565,0,0,0,0.135983,-0.407557,1 commute,36.58202,3.321894,0,21.75703,15.41524,22.92382,0,0,0,0,0
202,1316320008,Google,0,4,3.531923,1.222589,2.309335,15.09728,0.950902,40.60664,2.059802,0,0.262543,0.31316,5.080431,0,0.271686,-0.43757,1 commute,37.09722,2.616359,0,21.53677,16.12503,22.62462,0,0,0,0,0
203,1316320008,MapQuest,0,4,1.534203,0.82611,0.708094,32.484,0.944125,77.34167,15.08625,0,2.300632,0.112313,8.692676,1.435204,0.236031,-0.180041,1 commute,34.67049,4.417383,0,50.41786,4.274117,6.220153,0,0,0,0,0
204,1316320008,Shortest Path,0,4,2.657981,1.563518,1.094463,0,0.938111,6.32779,33.70378,0,5.988039,16.11576,5.572335,0,0.156352,-0.12181,1 commute,11.21655,0,0,24.23771,18.66833,45.65961,0,0,0,0.217797,0
205,1317295366,Endomondo,1,4,1.422139,0.387856,1.034283,0.831362,0.387856,84.16541,0,0,0.608132,0,0,11.41218,0.646427,-0.62208,1 commute,4.436728,0,0,79.71965,15.84362,0,0,0,0,0,0
206,1317295366,Google,0,4,0.912333,0.130333,0.782,0.020663,0.521333,6.918165,0,0,0.589632,0,63.55478,11.82886,0.651666,-0.139705,1 commute,3.093451,0,0,81.28397,15.62257,0,0,0,0,0,0
207,1317295366,MapQuest,0,4,1.791997,0.895999,0.895999,16.39323,0.336,96.06786,0,0,1.008324,0,0,0.08912,0.336,-0.152413,1 commute,7.87729,0,4.832004,60.36633,16.82211,10.10226,0,0,0,0,0
208,1317295366,Shortest Path,0,4,2.867925,1.433962,1.433962,0,0.391081,61.10423,0,0,9.731582,0,12.41177,4.836944,0.391081,-0.438284,1 commute,4.94084,0,0,79.35249,15.70667,0,0,0,0,0,0
209,1317342788,Endomondo,1,4,0.671311,0.479508,0.191803,7.940641,1.150818,95.86131,0,0,0,0,0,2.762568,3.068849,-0.089154,1 commute,16.66345,2.337713,10.37481,51.09158,6.28864,12.39374,0,0,0,0.850077,0
210,1317342788,Google,0,4,1.408343,0.603576,0.804768,2.903451,1.106556,17.406,0,0,0.20738,0,27.53796,12.97178,0.301788,-0.338286,1 commute,18.90807,1.906865,3.86391,53.63308,7.98876,12.65556,0,0,0,1.043758,0
